Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D,110 AI Data,111 AI Data,112 AI Data,113 AI Data,114 AI Data,115 AI Data,116 AI Data,117 AI Data,118 AI Data,119 AI Data,120 AI Data,200 AI Data,201 AI Data,300 AI Data,301 AI Data,401 AI Data,501 AI Data,601 AI Data,801 AI Data
0.008,1.57,12750,4000,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,2583.1455209128344,2580.365697131097,2578.189281620596,2565.12998217911,2512.7901846104232,2507.769624776105,2554.872990248671,2078.0999367101185,2503.3431761435186,1605.0593719733074,1581.1890985874095,2436.783083862003,829.1445452971001,2472.678025668856,1040.4971031679786,1927.80004,2908.237845521865,2907.4313960941304,2488.636711638894
0.008,1.57,12750,4400,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,2773.205797390061,2770.71845182548,2766.474149860729,2778.6557774806083,2715.799618715929,2759.3487998983146,2768.071633058486,2063.310433660301,2721.3390593834392,1724.80888234676,1679.4196344177517,2598.1545960786443,930.7656891717812,2623.1255760861927,1125.5572253460518,1986.9841800000008,3132.1379808075653,3130.547780062824,2654.6573128332966
0.008,1.57,12750,4800,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,2953.218408302777,2987.1756700624665,2927.3376436366098,2979.4838629366923,2969.4663654140413,2992.903234085351,2972.6213923579094,2050.47165501537,2941.656743429934,1823.4092064484653,1780.9380006120853,2753.152397941864,1066.6261375371291,2780.20440362944,1234.45702596191,2034.4359000000009,3356.0381160932657,3353.664164031517,2790.285067494961
0.008,1.57,12750,5200,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,3144.800463268941,3197.170476313516,3077.99513706224,3172.385817168275,3196.0033146185224,3204.663439993569,3177.12940971262,2036.1638208037148,3167.647347498963,1937.0210456038,1877.3077469547857,2904.4200827047453,1223.2731731227427,2937.282567096294,1323.5095279815882,2050.8889000000004,3579.938251378966,3576.780548000211,2912.6184694971835
0.008,1.57,12750,5600,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,3335.004749455426,3415.737844723773,3293.390402278518,3370.5382439682908,3423.48894438465,3367.8690363400424,3347.559398272144,2021.2558987027896,3376.092863524788,2058.329220352278,1975.5151112624096,3059.707232139266,1384.9603587962724,3094.3619638478785,1407.614755740336,2093.2960000000003,3803.8383866646654,3799.896931968905,3040.628679350818
0.008,1.57,12750,6000,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,3512.8998104864904,3650.9751433591146,3515.991180964672,3545.0671017624654,3636.966546713617,3528.7983685469007,3480.8560374196422,2009.0936241663687,3539.593404657877,2179.704099202746,2083.39113139166,3234.3386423021548,1532.5677493481526,3255.884221405766,1491.718916233452,2353.40513,4027.738521950367,4023.0133159375982,3169.6623682109425
0.008,1.57,12750,6400,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,3699.151988321212,3876.849344323229,3723.321712726394,3744.730017752735,3835.580222002705,3683.0003222869545,3639.39991235424,1997.0799604399288,3690.650102863848,2292.3250756046486,2193.1082677454046,3433.008194876324,1656.650850314967,3421.4600961355127,1575.8240965581715,2492.7708099999995,4251.638657236068,4246.129699906292,3315.517872644726
0.008,1.57,12750,6800,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,3887.7162904207785,4089.596083147504,3923.163360134477,3962.865641639386,4008.8690594347513,3855.480694144365,3797.310448145883,1985.8249091246107,3878.551277250823,2399.0210912758016,2297.947004046994,3641.759091174943,1754.518088924227,3574.274889158327,1659.9292531658775,2581.0031299999987,4475.538792521767,4469.246083874985,3477.4519829413703
0.008,1.57,12750,7200,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,4082.2959862256334,4287.584957418692,4099.42744954396,4173.863582716322,4170.894781766705,4069.2891962532335,3980.17204165328,1975.0637646267,4065.5753015905,2490.089586923007,2407.450544972284,3841.027925259905,1827.3660003928155,3726.869398554727,1756.233374530726,2638.026089999998,4699.438927807469,4692.362467843679,3639.3860932380167
0.008,1.57,12750,7600,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,4283.717566241083,4483.524681676723,4265.344849275899,4378.573289558438,4340.479401077745,4254.502568872953,4169.6664301754845,1963.3303411381703,4232.892194886981,2566.14265124464,2507.649901289225,4017.9263024929032,1878.736139700936,3879.4633387427903,1843.7675370285035,2657.475859999998,4923.339063093168,4915.478851812372,3801.3202035346585
0.008,1.57,12750,8000,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,4481.043882008018,4700.967199545035,4422.441227409537,4590.475892418959,4519.847573284935,4427.256919676567,4359.905343202469,1950.567646674283,4405.952210567558,2657.4607921816423,2584.901528632442,4168.479061584528,1913.096507689776,4032.0578481391904,1871.4631038920863,2691.2452799999987,5147.239198378869,5138.595235781066,3963.2543138313063
