Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,H/D
70,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.9931939567848134,0.2805642576265167,-0.23670678168298823,1.465148774782926,-0.39174947682833583
71,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.9785251869827066,0.1862969945731088,-0.15766277435598872,1.3771881839801436,-0.39174947682833583
72,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.91985010777428,0.02208950409297894,-0.021091675659833053,1.2703788951481938,-0.39174947682833583
73,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.8355046814121664,-0.25463052616057325,0.20511465842547316,1.0385399093894319,-0.39174947682833583
74,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.8318374889616398,-0.3793065837473385,0.3051181486544132,0.9128819225283142,-0.39174947682833583
75,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.5788012098752991,-0.8293567428410278,0.6544057014830299,0.7300495516453882,-0.39174947682833583
76,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.4211119345026521,-1.1182402909079228,0.8662302627260469,0.585542866755103,-0.39174947682833583
77,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,1.987311425338937,-0.33309931569001183,-1.3098156964680743,0.9997912229203283,0.5038651752953766,-0.39174947682833583
78,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.326908469782741,0.49342581936001834,-0.4168691453507331,2.415123155452975,-0.39174947682833583
79,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.2022239264648338,0.3474636055999029,-0.29311900694033904,2.3950178775551962,-0.39174947682833583
80,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.180220771761674,0.21366490965313045,-0.18051752964799825,2.20653089726352,-0.39174947682833583
81,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1545504246079872,0.07682533425302222,-0.06635523979913038,2.012389307563093,-0.39174947682833583
82,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.147216039706934,-0.0448098438804073,0.03409419687453207,1.8239023272714168,-0.39174947682833583
83,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1215456925532472,-0.16948590146717257,0.13610444610472155,1.6410699563884905,-0.39174947682833583
84,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.1032097303006136,-0.2667940439739162,0.2149254802093602,1.5028461708412613,-0.39174947682833583
85,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.0592034208942935,-0.4370832933607175,0.3510506324607935,1.2829446938343054,-0.39174947682833583
86,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-1.0225314963890269,-0.5648002304008185,0.45150006913445595,1.1384380089440203,-0.39174947682833583
87,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.9418532624774398,-0.6955580468942553,0.5527299120863818,1.0756090155134614,-0.39174947682833583
88,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.8281702965111131,-0.8445611401077064,0.6657773358234443,1.050477418141238,-0.39174947682833583
89,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.6888169833910993,-0.978359836054479,0.765000419774121,1.1133064115717968,-0.39174947682833583
90,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.5934699796774058,-1.1334446881746016,0.877044464010559,1.0316287201120704,-0.39174947682833583
91,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.5091245533152923,-1.3098156964680743,0.9997912229203283,0.9185365319370645,-0.39174947682833583
92,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.8318374889616398,-0.8445611401077064,0.6657773358234443,1.0630432168273498,-0.39174947682833583
93,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.692484175841626,-0.9935642333211576,0.7761490808921746,1.0756090155134614,-0.39174947682833583
94,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.6118059419300392,-1.1334446881746016,0.877044464010559,0.9939313240537351,-0.39174947682833583
95,2,-2.0493881742221625,-0.8937483428499429,-0.32851446713430654,3.6065551111016982,-0.534794900468979,-1.29157041974806,0.9874162090792887,0.8871220352217851,-0.39174947682833583
96,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.14240530826262474,-0.7259668414276127,0.5760306138231136,-0.06787866492270839,0.37390425872267063
97,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.1314037309110447,-0.9053787291744212,0.7111523865739227,-0.14327345703937894,0.37390425872267063
98,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.289190424734232,-0.07272865170261784,-1.1334446881746016,0.877044464010559,-0.2318623377764668,0.37390425872267063
99,2,-2.0493881742221625,-0.5267342221949215,-0.32851446713430654,1.3050718503404055,-0.06172707435103782,-1.3402244910014318,1.020416245988727,-0.2946913312070256,0.37390425872267063
100,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,-0.16074127051525813,-0.2667940439739162,0.2149254802093602,0.5101480746384325,-0.6959339092949648
101,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,0.004282389758442199,-0.5222279180541182,0.4182770590026562,0.44731908120787367,-0.6959339092949648
102,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,-0.26851273680460713,0.1069637783731892,-0.8293567428410278,0.6544057014830299,0.327943993689812,-0.6959339092949648
103,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.6411434815342526,0.04945741917300058,-0.04372345772948172,0.8500529290977555,-0.6959339092949648
104,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.534794900468979,-0.23942612889389453,0.19285113119561403,0.7112008536162205,-0.6959339092949648
105,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.12521427301510796,-0.13873811581209808,-1.29157041974806,0.9874162090792887,0.2525492015731414,-0.6959339092949648
106,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.7401576776984728,0.2927277754398596,-0.24696354991159733,0.9562339279953999,-0.6959339092949648
107,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.3697712401952786,-0.6377813372808763,0.5082467542253484,0.5478454706967677,-0.6959339092949648
108,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.13116980761742297,-0.23775231197631838,-0.9327466442544429,0.73144294980878,0.42218748383565013,-0.6959339092949648
109,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-1.0151971114879734,0.48126230154667543,-0.40650089051094324,1.2703788951481938,-0.6959339092949648
110,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.8465062587637464,0.02208950409297894,-0.021091675659833053,1.0127800220829029,-0.6959339092949648
111,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.4487983197408906,-0.7218217154458395,-0.36714306593399554,0.2954188134817066,0.7488982496745559,-0.6959339092949648
112,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.4487983197408906,-0.5861355947763525,-0.6529857345475549,0.5199528483993044,0.6295231621564942,-0.6959339092949648
113,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.45411666655739213,-0.9935642333211576,0.7761490808921746,0.43475328252176193,-0.6959339092949648
114,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.45541558041012953,-0.27809142893211164,-1.3402244910014318,1.020416245988727,0.28396369828842083,-0.6959339092949648
115,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-1.066537805795347,0.17413347675976584,-0.14740600612737928,1.2640959958051379,-0.6959339092949648
116,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.95285483982902,-0.14211798638715092,0.11380712386861451,1.0385399093894319,-0.6959339092949648
117,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.8501734512142731,-0.4522876906273962,0.3630911864682914,0.7903653853387247,-0.6959339092949648
118,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.79223414847439,-0.7291561003468928,-0.7411712386942914,0.5876252213858892,0.6232402628134383,-0.6959339092949648
119,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,0.798189683076705,-0.5421292853700325,-1.1334446881746016,0.877044464010559,0.42218748383565013,-0.6959339092949648
120,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.3189680977458071,-1.1985567340143073,-0.032646326067064343,0.02406040186828384,1.3017933918634732,-0.6959339092949648
121,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.3130125631434921,-1.0298658812900803,-0.49486000297409655,0.39676014304481316,0.8814674258130348,-0.6959339092949648
122,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.325585358415046,-0.7768296022037396,-1.0270139073078508,0.8005646487407118,0.5101480746384325,-0.6959339092949648
123,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.325585358415046,-0.6118059419300392,-1.3250200937347532,1.0101594777601182,0.3593584904050914,-0.6959339092949648
125,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9667979172642964,-1.2902365452774742,-0.0448098438804073,0.03409419687453207,1.6536357550746024,-0.6959339092949648
126,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9800324386027741,-1.1435488472564073,-0.46445120844073917,0.372790521640998,1.1887012036884674,-0.6959339092949648
127,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9542251219927425,-1.0335330737406068,-0.7837435510409917,0.6199563386282445,0.7803127463898353,-0.6959339092949648
129,2,-1.1516566704827609,-0.8971738079760564,-0.32851446713430654,1.9859879732050891,-0.817168719159533,-1.3098156964680743,0.9997912229203283,0.28396369828842083,-0.6959339092949648
130,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,-0.24875388932789844,0.9373942195470362,-0.7983763288105247,0.7237666523023323,-0.8108879638160224
131,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,-0.0470583045489311,0.532957252253383,-0.4505381019272545,0.63580606149955,-0.8108879638160224
133,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6794446243643434,0.26832024619636285,-0.09954567404045059,0.07902330118028779,0.48501647726620895,-0.8108879638160224
134,2,-0.4552102572678891,-0.8986418644586763,-0.32851446713430654,-0.6715039115612567,0.3930047895142699,-0.46445120844073917,0.372790521640998,0.4033387858064825,-0.8108879638160224
135,2,-0.4552102572678891,-0.9050034425500302,-0.32851446713430654,-0.2718213671392266,-0.7768296022037396,0.5481616495200616,-0.4634705488241966,1.0385399093894319,-0.8174215423593909
137,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.2625572022022921,-0.3917743948984387,-0.30936635632061654,0.24915186984178445,0.7488982496745559,-0.8294984802216543
138,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.26586583253691154,-0.3037617760857984,-0.6104134222008546,0.4870642981010466,0.6169573634703824,-0.8294984802216543
139,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,-0.28373243634385664,-0.09106461395525124,-1.0726270991078868,0.83356468565015,0.4096216851495384,-0.8294984802216543
141,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.13315498581819465,-1.1435488472564073,0.6515515509334767,-0.5518794314903611,1.5468264662426525,-0.8294984802216543
142,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.1364636161528141,-0.98585957188376,0.06466181643967928,-0.05632144479288215,1.0881748141995733,-0.8294984802216543
143,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.12587599908203184,-0.7878311795553197,-0.3793065837473385,0.3051181486544132,0.8305759411342822,-0.8294984802216543
145,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.43159344200086946,-1.088540960498507,0.02208950409297894,-0.021091675659833053,1.289855883111667,-0.8294984802216543
146,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.4421810590716517,-0.9051813379721733,-0.5222279180541182,0.4182770590026562,0.8557075385065058,-0.8294984802216543
147,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7869403399389989,-1.407586703694328,0.532957252253383,-0.4505381019272545,1.9991952189426756,-0.8294984802216543
149,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7869403399389989,-1.125212885003774,-0.2941619590539378,0.23699982922310606,1.201267002374579,-0.8294984802216543
150,2,-0.3465163083846427,-0.9040247382282834,-0.32851446713430654,0.7909106963405422,-0.9161829153237533,-0.7989479483076704,0.6314394595798396,0.7558094389519173,-0.8294984802216543
151,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,0.8110647288743107,0.4417308686533108,-0.37294342054560226,0.026364825223129794,-0.4400155754893883
153,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,0.9760883891480112,-0.36714306593399554,0.2954188134817066,-0.13761884763062865,-0.4400155754893883
154,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6675335551597134,1.0274290834553848,-0.9327466442544429,0.73144294980878,-0.2632768344917462,-0.4400155754893883
155,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.6529755816873878,1.0164275061038046,-1.2763660224813813,0.9769364676283184,-0.33867162660841676,-0.4400155754893883
157,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.26718928467075936,-0.032389534746824586,0.42652647138663213,-0.3600109736486602,0.29652949697453257,-0.4400155754893883
158,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.26718928467075936,0.15463728023003603,-0.09954567404045059,0.07902330118028779,0.170871510113415,-0.4400155754893883
159,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.27446827140692215,0.2793218235479429,-0.5222279180541182,0.4182770590026562,0.04521352325229743,-0.4400155754893883
161,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,-0.26718928467075936,0.3820032121626899,-1.29157041974806,0.9874162090792887,-0.2123853498129936,-0.4400155754893883
162,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.1298463554835752,-0.39910877979949205,0.15892907949308716,-0.13469653245279842,0.42218748383565013,-0.4400155754893883
163,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.1298463554835752,-0.32576493078895846,-0.11475007130712928,0.09139831502132703,0.3216610943467561,-0.4400155754893883
165,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.1298463554835752,-0.0800630366036712,-0.8293567428410278,0.6544057014830299,0.06406222128146506,-0.4400155754893883
166,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.12256736874741239,-0.003051995142611158,-1.103035893641244,0.8553045748303542,-0.03646416820742899,-0.4400155754893883
167,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.46070938894552066,-0.806167141807953,0.42652647138663213,-0.3600109736486602,0.6295231621564942,-0.4400155754893883
169,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.46070938894552066,-0.5164589382163457,-0.39451098101401716,0.3172701892730913,0.28396369828842083,-0.4400155754893883
170,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.46070938894552066,-0.3844400099973853,-0.6955580468942553,0.5527299120863818,0.18972020814258264,-0.4400155754893883
171,2,-0.36664481743709626,-0.5164578268165808,-0.32851446713430654,0.47526736241784623,-0.27809142893211164,-0.9935642333211576,0.7761490808921746,0.07034512062452095,-0.4400155754893883
173,2,-0.36664481743709626,-0.5042240227947469,-0.32851446713430654,0.4494600458078145,-0.7291561003468928,0.22582842746647339,-0.19077429787660766,0.5164309739814883,-0.42779566549555686
174,2,-0.36664481743709626,-0.5042240227947469,-0.32851446713430654,0.46070938894552066,-0.626474711732146,-0.06001424114708599,0.04658069732675207,0.45925658995967983,-0.42779566549555686
175,2,-0.36664481743709626,-0.5042240227947469,-0.32851446713430654,0.46070938894552066,-0.5201261306668723,-0.47965560570741783,0.38471958903731523,0.2079406162374447,-0.42779566549555686
177,2,-0.36664481743709626,-0.5042240227947469,-0.32851446713430654,0.4534304022093579,-0.1314037309110447,-1.3736741649881248,1.0429365414471954,-0.09929316163798778,-0.42779566549555686
178,2,-2.0493881742221625,-0.8937483428499429,0.02120796618662605,1.3050718503404055,-0.8941797606205932,0.05249829862633632,0.17579367968499213,0.792878545075947,-0.39174947682833583
