Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,Hw,Hg,Tsat,H/D,TinK,RQufP,Roufg,Rouin,Sigmaf
17128,39,0.008,2.44,9800.0,1590.0,0.393,462.0,218.16,1280.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,491.31,691.7453887617045,54.08976404651901,842.5697860720571,0.0334937152066253
17129,39,0.008,2.44,9800.0,1579.0,0.396,411.0,229.29,1210.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17130,39,0.008,2.44,9800.0,1573.0,0.408,363.0,239.59,1167.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17131,39,0.008,2.44,9800.0,1584.0,0.403,315.0,249.71,1105.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
17157,39,0.008,1.57,9800.0,2234.0,0.176,549.0,198.8,2209.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17158,39,0.008,1.57,9800.0,2234.0,0.188,512.0,207.09,2155.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,480.24,691.7453887617045,54.08976404651901,856.2574209286986,0.0360502561828277
17159,39,0.008,1.57,9800.0,2234.0,0.197,457.0,219.26,2032.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17160,39,0.008,1.57,9800.0,2223.0,0.224,411.0,229.29,1997.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17161,39,0.008,1.57,9800.0,2223.0,0.231,368.0,238.53,1905.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,511.68,691.7453887617045,54.08976404651901,815.4305459957228,0.0287387775105126
17162,39,0.008,1.57,9800.0,2234.0,0.243,306.0,251.58,1784.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,524.73,691.7453887617045,54.08976404651901,796.532379468658,0.0256711423400206
17176,39,0.008,1.57,9800.0,2195.0,0.163,571.0,193.84,2195.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,466.99,691.7453887617045,54.08976404651901,871.7601778995167,0.0390763198708131
17177,39,0.008,1.57,9800.0,2195.0,0.188,526.0,203.96,2163.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,477.11,691.7453887617045,54.08976404651901,860.0034328200452,0.0367686724182749
17178,39,0.008,1.57,9800.0,2201.0,0.194,480.0,214.19,2066.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,487.34,691.7453887617045,54.08976404651901,847.5591465634831,0.034413209202602
17179,39,0.008,1.57,9800.0,2201.0,0.204,434.0,224.29,1973.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,497.44,691.7453887617045,54.08976404651901,834.6810569729648,0.032068754702996
17180,39,0.008,1.57,9800.0,2201.0,0.218,382.0,235.54,1884.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,508.69,691.7453887617045,54.08976404651901,819.5853246456719,0.0294398806496625
17181,39,0.008,1.57,9800.0,2190.0,0.241,325.0,247.62,1801.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,520.77,691.7453887617045,54.08976404651901,802.4038615562982,0.0266029840147578
17189,39,0.008,2.44,9800.0,2190.0,0.249,549.0,198.8,1573.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17190,39,0.008,2.44,9800.0,2190.0,0.273,503.0,209.09,1548.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17191,39,0.008,2.44,9800.0,2190.0,0.283,457.0,219.26,1492.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17192,39,0.008,2.44,9800.0,2190.0,0.292,406.0,230.37,1422.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,503.52,691.7453887617045,54.08976404651901,826.6254460253531,0.0306499492125562
17193,39,0.008,2.44,9800.0,2179.0,0.309,354.0,241.5,1365.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,514.65,691.7453887617045,54.08976404651901,811.241061876577,0.0280415810521649
17194,39,0.008,2.44,9800.0,2201.0,0.314,310.0,250.75,1305.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,523.9,691.7453887617045,54.08976404651901,797.7733248320383,0.025866496889802
17241,39,0.008,1.57,9800.0,2696.0,0.111,549.0,198.8,2380.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17242,39,0.008,1.57,9800.0,2696.0,0.122,503.0,209.09,2276.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17243,39,0.008,1.57,9800.0,2696.0,0.134,457.0,219.26,2175.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17244,39,0.008,1.57,9800.0,2718.0,0.143,411.0,229.29,2077.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17245,39,0.008,1.57,9800.0,2696.0,0.159,363.0,239.59,1975.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17246,39,0.008,1.57,9800.0,2718.0,0.178,315.0,249.71,1915.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
17254,39,0.008,1.6,9800.0,2685.0,0.109,571.0,193.84,2402.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,466.99,691.7453887617045,54.08976404651901,871.7601778995167,0.0390763198708131
17255,39,0.008,1.6,9800.0,2679.0,0.117,521.0,205.08,2266.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,478.23,691.7453887617045,54.08976404651901,858.6691079267868,0.0365118444113971
17256,39,0.008,1.6,9800.0,2679.0,0.13,476.0,215.08,2173.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,488.23,691.7453887617045,54.08976404651901,846.4486155048673,0.0342073207287757
17257,39,0.008,1.6,9800.0,2679.0,0.136,434.0,224.29,2061.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,497.44,691.7453887617045,54.08976404651901,834.6810569729648,0.032068754702996
17258,39,0.008,1.6,9800.0,2679.0,0.156,382.0,235.54,1979.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,508.69,691.7453887617045,54.08976404651901,819.5853246456719,0.0294398806496625
17259,39,0.008,1.6,9800.0,2685.0,0.174,330.0,246.57,1892.0,1399.1843340369703,2729.08724642355,582.6677976573421,200.0,519.72,691.7453887617045,54.08976404651901,803.9401344806298,0.0268499551666015
17265,39,0.008,2.54,9800.0,2707.0,0.201,512.0,207.09,1657.0,1399.1843340369703,2729.08724642355,582.6677976573421,317.5,480.24,691.7453887617045,54.08976404651901,856.2574209286986,0.0360502561828277
17266,39,0.008,2.54,9800.0,2696.0,0.214,457.0,219.26,1571.0,1399.1843340369703,2729.08724642355,582.6677976573421,317.5,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17267,39,0.008,2.54,9800.0,2707.0,0.22,420.0,227.34,1516.0,1399.1843340369703,2729.08724642355,582.6677976573421,317.5,500.49,691.7453887617045,54.08976404651901,830.6695155942846,0.0313576442435847
17268,39,0.008,2.54,9800.0,2718.0,0.237,363.0,239.59,1451.0,1399.1843340369703,2729.08724642355,582.6677976573421,317.5,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17269,39,0.008,2.54,9800.0,2718.0,0.244,330.0,246.57,1401.0,1399.1843340369703,2729.08724642355,582.6677976573421,317.5,519.72,691.7453887617045,54.08976404651901,803.9401344806298,0.0268499551666015
17295,39,0.008,1.57,9800.0,3234.0,0.087,540.0,200.83,2677.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,473.98,691.7453887617045,54.08976404651901,863.6968247704061,0.0374849458776042
17296,39,0.008,1.57,9800.0,3234.0,0.086,503.0,209.09,2523.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17297,39,0.008,1.57,9800.0,3250.0,0.098,457.0,219.26,2416.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17298,39,0.008,1.57,9800.0,3250.0,0.116,411.0,229.29,2326.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17299,39,0.008,1.57,9800.0,3250.0,0.122,349.0,242.56,2109.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,515.71,691.7453887617045,54.08976404651901,809.7303993776625,0.0277925835191155
17300,39,0.008,1.57,9800.0,3250.0,0.135,315.0,249.71,2040.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
17310,39,0.008,1.57,9800.0,3185.0,0.066,549.0,198.8,2572.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17311,39,0.008,1.57,9800.0,3169.0,0.082,508.0,207.98,2479.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,481.13,691.7453887617045,54.08976404651901,855.1825024648194,0.0358456006150201
17312,39,0.008,1.57,9800.0,3169.0,0.094,453.0,220.14,2324.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,493.29,691.7453887617045,54.08976404651901,840.0466097060352,0.0330341092460249
17313,39,0.008,1.57,9800.0,3196.0,0.098,439.0,223.2,2314.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,496.35,691.7453887617045,54.08976404651901,836.1005630380698,0.0323225624983838
17314,39,0.008,1.57,9800.0,3169.0,0.107,411.0,229.29,2228.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17315,39,0.008,1.57,9800.0,3180.0,0.117,363.0,239.59,2102.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17316,39,0.008,1.57,9800.0,3169.0,0.131,315.0,249.71,1975.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
17340,39,0.008,1.57,9800.0,4015.0,0.074,457.0,219.26,2820.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17341,39,0.008,1.57,9800.0,4010.0,0.077,411.0,229.29,2608.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17342,39,0.008,1.57,9800.0,4027.0,0.079,359.0,240.44,2367.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,513.5899999999999,691.7453887617045,54.08976404651901,812.7435591605647,0.0282904942713638
17343,39,0.008,1.57,9800.0,3999.0,0.092,310.0,250.75,2193.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,523.9,691.7453887617045,54.08976404651901,797.7733248320383,0.025866496889802
17349,39,0.008,1.57,9800.0,3967.0,0.04,576.0,192.71,3164.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,465.86,691.7453887617045,54.08976404651901,873.0402490408763,0.0393324609273341
17350,39,0.008,1.57,9800.0,4043.0,0.042,549.0,198.8,3073.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17351,39,0.008,1.57,9800.0,3983.0,0.055,503.0,209.09,2911.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17352,39,0.008,1.57,9800.0,3994.0,0.07,457.0,219.26,2792.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
17353,39,0.008,1.57,9800.0,3983.0,0.075,411.0,229.29,2582.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17354,39,0.008,1.57,9800.0,3994.0,0.09,310.0,250.75,2188.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,523.9,691.7453887617045,54.08976404651901,797.7733248320383,0.025866496889802
17356,39,0.008,1.57,9800.0,3983.0,0.084,349.0,242.56,2340.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,515.71,691.7453887617045,54.08976404651901,809.7303993776625,0.0277925835191155
17372,39,0.008,2.23,9800.0,4071.0,0.071,567.0,194.74,2389.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,467.89,691.7453887617045,54.08976404651901,870.736037938827,0.038872085212472
17373,39,0.008,2.23,9800.0,4071.0,0.079,526.0,203.96,2283.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,477.11,691.7453887617045,54.08976404651901,860.0034328200452,0.0367686724182749
17374,39,0.008,2.23,9800.0,4088.0,0.084,503.0,209.09,2236.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17375,39,0.008,2.23,9800.0,4099.0,0.094,462.0,218.16,2139.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,491.31,691.7453887617045,54.08976404651901,842.5697860720571,0.0334937152066253
17376,39,0.008,2.23,9800.0,4099.0,0.102,411.0,229.29,1995.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17377,39,0.008,2.23,9800.0,4060.0,0.105,363.0,239.59,1821.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17378,39,0.008,2.23,9800.0,4060.0,0.117,315.0,249.71,1707.0,1399.1843340369703,2729.08724642355,582.6677976573421,278.75,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
17397,39,0.008,1.57,9800.0,5006.0,0.041,453.0,220.14,3225.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,493.29,691.7453887617045,54.08976404651901,840.0466097060352,0.0330341092460249
17398,39,0.008,1.57,9800.0,5034.0,0.048,406.0,230.37,3010.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,503.52,691.7453887617045,54.08976404651901,826.6254460253531,0.0306499492125562
17399,39,0.008,1.57,9800.0,4995.0,0.058,354.0,241.5,2744.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,514.65,691.7453887617045,54.08976404651901,811.241061876577,0.0280415810521649
17400,39,0.008,1.57,9800.0,4962.0,0.058,310.0,250.75,2453.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,523.9,691.7453887617045,54.08976404651901,797.7733248320383,0.025866496889802
19762,43,0.00775,1.008,9710.0,500.0,0.641,576.0,191.83,1370.0,1395.2524007664942,2730.692193984796,581.9934041671131,130.06451612903226,464.98,693.2477316197154,53.48200179790807,874.0326753068472,0.0395317098533675
19763,43,0.00775,1.008,9810.0,500.0,0.64,540.0,200.92,1330.0,1399.6202606331312,2728.9080895091333,582.7424345843029,130.06451612903226,474.07,691.5785438662949,54.15749431014999,863.5913501843992,0.0374643809733205
19764,43,0.00775,1.008,9900.0,500.0,0.635,466.0,218.23,1250.0,1403.5351496308936,2727.288209379302,583.4115351208815,130.06451612903226,491.38,690.0776354714301,54.768893675387815,842.480981609607,0.0334774777273104
19803,43,0.00775,1.008,9810.0,1000.0,0.415,471.0,216.28,1960.0,1399.6202606331312,2728.9080895091333,582.7424345843029,130.06451612903226,489.43,691.5785438662949,54.15749431014999,844.9439935234292,0.0339294913915403
19804,43,0.00775,1.008,9810.0,1000.0,0.43,369.0,238.41,1800.0,1399.6202606331312,2728.9080895091333,582.7424345843029,130.06451612903226,511.56,691.5785438662949,54.15749431014999,815.5984969893282,0.0287669314516679
19877,43,0.00775,1.008,9810.0,2000.0,0.114,567.0,194.84,2740.0,1399.6202606331312,2728.9080895091333,582.7424345843029,130.06451612903226,467.99,691.5785438662949,54.15749431014999,870.6219910416967,0.0388493800706169
19878,43,0.00775,1.008,9510.0,2000.0,0.157,453.0,217.37,2540.0,1386.4578952453196,2734.2106505902857,580.4772952704991,130.06451612903226,490.52,696.5914771449959,52.14291601123635,843.5699959019584,0.0336769086204067
19879,43,0.00775,1.008,9810.0,2000.0,0.167,392.0,233.48,2350.0,1399.6202606331312,2728.9080895091333,582.7424345843029,130.06451612903226,506.63,691.5785438662949,54.15749431014999,822.4119970559415,0.029922393733077
19978,43,0.00775,1.008,10100.0,4000.0,0.004,457.0,222.09,3520.0,1412.1818748958171,2723.640295566924,584.8817551002924,130.06451612903226,495.24,686.7463328377125,56.13950806302281,837.5385787259785,0.0325808422713105
19979,43,0.00775,1.008,10100.0,4000.0,0.022,381.0,238.51,3130.0,1412.1818748958171,2723.640295566924,584.8817551002924,130.06451612903226,511.66,686.7463328377125,56.13950806302281,815.4585448855578,0.0287434699227173
19980,43,0.00775,1.008,10000.0,4000.0,0.042,300.0,254.62,2720.0,1407.8675005682433,2725.472566438741,584.1494879985282,130.06451612903226,527.77,688.4113330921649,55.45212134316464,791.9393404931511,0.0249554967698128
23414,53,0.00811,2.0,10000.0,552.1,0.834,504.0,210.78,895.0,1407.8675005682433,2725.472566438741,584.1494879985282,246.60912453760795,483.93,688.4113330921649,55.45212134316464,851.7721219232185,0.0352006891583837
23415,53,0.00811,2.0,9980.0,750.5,0.651,504.0,210.59,1035.0,1407.0024839777957,2725.8370244496723,584.002355406982,246.60912453760795,483.74,688.7444846602789,55.315145056475735,852.00492502875,0.0352445004935659
23416,53,0.00811,2.0,10020.0,1009.1,0.527,504.0,210.97,1223.0,1408.7317981267186,2725.1074433342737,584.2963931677798,246.60912453760795,484.12,688.078233604133,55.589263987736,851.5391158571196,0.0351568707399138
23417,53,0.00811,2.0,10050.0,1251.5,0.458,506.0,210.82,1403.0,1410.0269047073427,2724.5585111606783,584.5163262037235,246.60912453760795,483.97,687.5786794360951,55.795290957517885,851.7230848901434,0.0351914648160362
23418,53,0.00811,2.0,9990.0,1499.6,0.383,502.0,211.13,1528.0,1407.435082393577,2725.6548785681352,584.0759501792867,246.60912453760795,484.28,688.5779022922042,55.3836124358968,851.342742603012,0.0351199655422873
23419,53,0.00811,2.0,9980.0,1996.8,0.284,502.0,211.04,1771.0,1407.0024839777957,2725.8370244496723,584.002355406982,246.60912453760795,484.19,688.7444846602789,55.315145056475735,851.453220301419,0.0351407253311633
23420,53,0.00811,2.0,9990.0,2506.4,0.198,503.0,210.91,1937.0,1407.435082393577,2725.6548785681352,584.0759501792867,246.60912453760795,484.06,688.5779022922042,55.3836124358968,851.6127186629583,0.0351707088990355
23421,53,0.00811,2.0,10010.0,3006.2,0.137,505.0,210.66,2087.0,1408.2997389851776,2725.290088036157,584.2229689622657,246.60912453760795,483.81,688.2447769121054,55.5206718398697,851.9191790596348,0.0352283603009109
23422,53,0.00811,2.0,9990.0,4012.2,0.079,506.0,210.24,2481.0,1407.435082393577,2725.6548785681352,584.0759501792867,246.60912453760795,483.39,688.5779022922042,55.3836124358968,852.4332424611916,0.0353251869644572
23423,53,0.00811,2.0,9960.0,5053.0,0.055,505.0,210.18,2959.0,1406.1367444844516,2726.200817567034,583.8549946116082,246.60912453760795,483.33,689.077689493447,55.17833463545068,852.5065993675547,0.0353390164989679
23424,53,0.00811,2.0,10010.0,6015.9,0.043,505.0,210.66,3421.0,1408.2997389851776,2725.290088036157,584.2229689622657,246.60912453760795,483.81,688.2447769121054,55.5206718398697,851.9191790596348,0.0352283603009109
24494,54,0.008,1.75,10088.0,2582.0,0.218,330.451,249.08,1816.0,1411.6650832372572,2723.861046931893,584.7941800532734,218.75,522.23,686.9460690014108,56.05680000885327,800.2535163800276,0.0262594935980596
24495,54,0.008,1.75,9933.0,3953.0,0.108,327.108,248.38,2120.0,1404.9668425754865,2726.6908839193497,583.6556941566953,218.75,521.53,689.5276026137832,54.9939028036229,801.2865776224006,0.0264241920272155
24496,54,0.008,1.75,10064.0,5237.0,0.08,321.758,250.68,2553.0,1410.6307407352674,2724.301830313969,584.6187878371278,218.75,523.8299999999999,687.34559222835,55.89156582466063,797.8777301573361,0.0258829716635254
