Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,Hw,Hg,Tsat,H/D,TinK,RQufP,Roufg,Rouin,Sigmaf
9278,31,0.0085,1.8,9800.0,1655.0,0.356,306.0,251.58,1523.0,1399.1843340369703,2729.08724642355,582.6677976573421,211.76470588235293,524.73,691.7453887617045,54.08976404651901,796.532379468658,0.0256711423400206
13570,34,0.01,2.0,10000.0,1335.0,0.359,556.0,199.16,1718.0,1407.8675005682433,2725.472566438741,584.1494879985282,200.0,472.31,688.4113330921649,55.45212134316464,865.6462509485726,0.0378662006534278
13571,34,0.01,2.0,10000.0,1496.0,0.312,549.0,200.73,1796.0,1407.8675005682433,2725.472566438741,584.1494879985282,200.0,473.88,688.4113330921649,55.45212134316464,863.8139687326787,0.0375077935989048
13572,34,0.01,2.0,10000.0,1638.0,0.29,535.0,203.87,1878.0,1407.8675005682433,2725.472566438741,584.1494879985282,200.0,477.02,688.4113330921649,55.45212134316464,860.1103622808829,0.0367892985327699
13998,34,0.01,2.0,9000.0,1499.0,0.357,447.0,213.7,1767.0,1363.65073789756,2742.8819455290545,576.4968049748147,200.0,486.85,705.1581655653573,48.797332901822486,848.1686129450264,0.0345265013298712
17094,39,0.008,1.57,9800.0,1601.0,0.312,549.0,198.8,1960.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
17095,39,0.008,1.57,9800.0,1601.0,0.328,489.0,212.2,1884.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,485.35,691.7453887617045,54.08976404651901,850.025779761839,0.0348730343821565
17096,39,0.008,1.57,9800.0,1601.0,0.326,439.0,223.2,1778.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,496.35,691.7453887617045,54.08976404651901,836.1005630380698,0.0323225624983838
17097,39,0.008,1.57,9800.0,1601.0,0.339,392.0,233.39,1717.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,506.54,691.7453887617045,54.08976404651901,822.5348366677348,0.0299434639954283
17098,39,0.008,1.57,9800.0,1601.0,0.346,344.0,243.62,1642.0,1399.1843340369703,2729.08724642355,582.6677976573421,196.25,516.77,691.7453887617045,54.08976404651901,808.2114854124246,0.0275435071774145
17126,39,0.008,2.44,9800.0,1590.0,0.381,544.0,199.93,1365.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,473.08,691.7453887617045,54.08976404651901,864.7492286996223,0.0376904926778699
17127,39,0.008,2.44,9800.0,1579.0,0.398,503.0,209.09,1332.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,482.24,691.7453887617045,54.08976404651901,853.8357491680478,0.0355901280642487
17128,39,0.008,2.44,9800.0,1590.0,0.393,462.0,218.16,1280.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,491.31,691.7453887617045,54.08976404651901,842.5697860720571,0.0334937152066253
17129,39,0.008,2.44,9800.0,1579.0,0.396,411.0,229.29,1210.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,502.44,691.7453887617045,54.08976404651901,828.0737176144067,0.0309023325768442
17130,39,0.008,2.44,9800.0,1573.0,0.408,363.0,239.59,1167.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,512.74,691.7453887617045,54.08976404651901,813.9425498603325,0.0284900299079453
17131,39,0.008,2.44,9800.0,1584.0,0.403,315.0,249.71,1105.0,1399.1843340369703,2729.08724642355,582.6677976573421,305.0,522.86,691.7453887617045,54.08976404651901,799.320470529554,0.0261112487599782
23417,53,0.00811,2.0,10050.0,1251.5,0.458,506.0,210.82,1403.0,1410.0269047073427,2724.5585111606783,584.5163262037235,246.60912453760795,483.97,687.5786794360951,55.795290957517885,851.7230848901434,0.0351914648160362
23418,53,0.00811,2.0,9990.0,1499.6,0.383,502.0,211.13,1528.0,1407.435082393577,2725.6548785681352,584.0759501792867,246.60912453760795,484.28,688.5779022922042,55.3836124358968,851.342742603012,0.0351199655422873
