Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,AI CHF
84,2,0.00384,0.799,7840,7460,0.055,384,215.71,4200,4660.9050754875,4481.97900390625
85,2,0.00384,0.799,7840,7460,0.067,328,227.92,3850,4446.0315634787,4198.07177734375
86,2,0.00384,0.799,7840,7460,0.077,286,236.93,3620,4266.97030347137,3998.226318359375
87,2,0.00384,0.799,7840,7460,0.099,243,246.01,3520,3873.03553145524,3804.8837890625
88,2,0.00384,0.799,7840,7460,0.13,194,256.15,3480,3743.41905656954,3599.25732421875
89,2,0.00384,0.799,7840,7460,0.168,150,265.05,3580,3608.23281435494,3428.160888671875
90,2,0.00384,0.799,7840,7460,0.194,99,275.1,3450,3520.53672637863,3245.60009765625
91,2,0.00384,0.799,7840,7460,0.217,41,286.11,3270,3473.52632712003,3056.328857421875
92,2,0.00384,0.799,7840,7460,0.129,194,256.15,3500,3747.14273486571,3599.750732421875
93,2,0.00384,0.799,7840,7460,0.167,145,266.05,3520,3611.60574081557,3410.150390625
94,2,0.00384,0.799,7840,7460,0.189,99,275.1,3390,3537.40135868177,3245.59912109375
95,2,0.00384,0.799,7840,7460,0.21,47,285,3220,3484.55043791202,3075.09765625
96,2,0.00384,1.549,7840,3958,0.317,233,248.1,1700,1951.17945572483,1908.4208984375
97,2,0.00384,1.549,7840,3958,0.32,174,260.22,1580,1911.07738037204,1824.949951171875
98,2,0.00384,1.549,7840,3958,0.336,99,275.1,1439,1697.19964515712,1724.0963134765625
99,2,0.00384,1.549,7840,3982,0.339,31,287.96,1339,1650.28642549582,1642.2001953125
100,2,0.00607,0.792,7840,1604,0.312,384,215.71,2620,2865.7842017095,2796.957275390625
101,2,0.00607,0.792,7840,1604,0.357,300,233.95,2520,2608.61101961971,2631.023681640625
102,2,0.00607,0.792,7840,1604,0.385,199,255.13,2330,2447.24735354094,2438.638671875
103,2,0.00607,0.792,7840,2199,0.181,488,192.51,3161,3312.05008892243,3333.552490234375
104,2,0.00607,0.792,7840,2199,0.21,393,213.73,2940,3072.05353744876,3103.11181640625
105,2,0.00607,0.792,7840,2199,0.318,47,285,2210,2288.72726183524,2330.777099609375
106,2,0.00607,0.792,7840,2208,0.154,568,174.28,3330,3542.26101592045,3527.47412109375
107,2,0.00607,0.792,7840,2208,0.255,262,242.02,2680,2736.8846687365,2795.025146484375
108,2,0.00607,0.792,7840,2208,0.291,165,262.04,2480,2459.62069935704,2578.6669921875
109,2,0.00607,0.792,7840,2698,0.079,630,159.97,3830,4021.27566148729,3948.971923828125
110,2,0.00607,0.792,7840,2698,0.125,479,194.54,3420,3442.28599064866,3485.90869140625
111,2,0.00607,0.792,7840,2688,0.159,351,222.93,3000,3129.69581316759,3121.223388671875
112,2,0.00607,0.792,7840,2688,0.196,257,243.07,2810,2841.02798791403,2876.990234375
113,2,0.00607,0.792,7840,2698,0.232,145,266.05,2500,2585.46314034467,2612.948486328125
114,2,0.00607,0.792,7840,2698,0.28,31,287.96,2260,2257.79113101839,2369.06787109375
115,2,0.00607,0.792,7840,3207,0.065,529,183.21,3820,3973.83059399543,3851.016845703125
116,2,0.00607,0.792,7840,3207,0.096,425,206.64,3461,3498.34379970767,3465.393798828125
117,2,0.00607,0.792,7840,3207,0.124,323,229,3066,3191.30329106695,3136.7900390625
118,2,0.00607,0.792,7840,3207,0.157,228,249.14,2800,2875.21054269512,2870.4287109375
119,2,0.00607,0.792,7840,3216,0.208,99,275.1,2480,2515.47768702144,2560.2998046875
120,2,0.00607,0.792,7840,4003,0.029,461,198.59,3880,4201.81561614131,3951.96826171875
121,2,0.00607,0.792,7840,3994,0.075,309,232.02,3211,3413.81161823477,3297.738037109375
122,2,0.00607,0.792,7840,4013,0.144,134,268.24,2620,2675.59041196447,2759.00244140625
123,2,0.00607,0.792,7840,4013,0.189,36,287.04,2380,2414.21136714077,2521.488525390625
124,2,0.00607,0.792,7840,4982,-0.024,551,178.18,4890,5361.64709204691,5076.11181640625
125,2,0.00607,0.792,7840,4982,0.004,457,199.49,4440,4587.48262533133,4472.25927734375
126,2,0.00607,0.792,7840,5002,0.044,319,229.87,3700,3685.16504274614,3728.18603515625
127,2,0.00607,0.792,7840,4963,0.074,214,252.04,3050,3172.53376270895,3266.4794921875
128,2,0.00607,0.792,7840,5011,0.109,109,273.15,2580,2710.56597889437,2926.43212890625
129,2,0.00607,0.792,7840,5011,0.133,41,286.11,2260,2580.91934551461,2732.732421875
130,2,0.0078,0.789,7840,995,0.288,780,124.82,2960,3209.75485820252,3209.45654296875
131,2,0.0078,0.789,7840,995,0.343,647,156.02,2820,2942.43223968243,3096.875
132,2,0.0078,0.789,7840,995,0.387,515,186.39,2660,2728.0226118682,2905.032958984375
133,2,0.0078,0.789,7840,983,0.429,439,203.52,2580,2536.58806711401,2753.61767578125
134,2,0.0078,0.789,7840,995,0.463,319,229.87,2450,2365.3448943929,2532.28955078125
135,2,0.0078,0.776,7840,1599,0.144,652,154.86,3461,3796.39854179049,3846.319580078125
136,2,0.0078,0.776,7840,1605,0.206,502,189.34,3250,3228.24770589909,3508.818359375
137,2,0.00807,0.778,7840,1613,0.249,370,218.78,3000,2865.60118020451,3187.576904296875
138,2,0.00807,0.778,7840,1608,0.273,271,240.12,2790,2714.92475860312,2906.603271484375
139,2,0.00807,0.778,7840,1581,0.331,119,271.2,2460,2409.53027745492,2516.7763671875
140,2,0.00807,0.778,7840,2205,0.018,784,123.88,4600,4640.16091854336,4750.22216796875
141,2,0.00807,0.778,7840,2211,0.044,686,146.93,4270,4263.79391869079,4434.11474609375
142,2,0.00807,0.778,7840,2216,0.087,493,191.38,3540,3722.67233266066,3798.8125
143,2,0.00807,0.778,7840,2200,0.141,347,223.8,3130,3193.41587455476,3319.153564453125
144,2,0.00807,0.778,7840,2705,0.007,634,159.04,4520,4524.56110222724,4603.16357421875
145,2,0.00807,0.778,7840,2662,0.059,479,194.54,3861,3779.53766627709,3883.2587890625
146,2,0.00807,0.778,7840,2678,0.109,300,233.95,3170,3133.31718725115,3245.325439453125
147,2,0.00807,0.778,7840,3199,-0.028,647,156.02,4990,5019.05691971319,5176.52001953125
148,2,0.00807,0.778,7840,3210,-0.004,502,189.34,4140,4521.51260236599,4257.37060546875
149,2,0.00807,0.778,7840,3199,0.049,375,217.69,3720,3664.63804766796,3632.559326171875
150,2,0.00807,0.778,7840,3205,0.106,209,253.07,3011,2928.26925253146,3036.27294921875
151,2,0.00802,1.57,7840,1001,0.577,617,162.98,1850,1854.44366918947,1761.790771484375
152,2,0.00802,1.57,7840,1007,0.601,502,189.34,1750,1726.38124809195,1671.4083251953125
153,2,0.00802,1.57,7840,1001,0.622,351,222.93,1589,1496.95810001391,1530.6348876953125
154,2,0.00802,1.57,7840,1001,0.636,165,262.04,1389,1334.19158635335,1361.6177978515625
155,2,0.00802,1.57,7840,1023,0.633,52,284.06,1269,1328.3592586122,1269.8349609375
156,2,0.00802,1.57,7840,1595,0.334,695,144.82,2389,2391.03257893918,2306.43505859375
157,2,0.00802,1.57,7840,1606,0.347,612,164.14,2280,2317.87621690964,2211.818603515625
158,2,0.00802,1.57,7840,1606,0.398,439,203.52,2080,2062.02304973279,1990.6090087890625
159,2,0.00802,1.57,7840,1595,0.432,300,233.95,1880,1780.13073756948,1806.99169921875
160,2,0.00802,1.57,7840,1612,0.434,150,265.05,1600,1741.97918763819,1627.164794921875
161,2,0.00802,1.57,7840,1606,0.46,47,285,1470,1464.70485380527,1501.9517822265625
162,2,0.00802,1.57,7840,2206,0.247,524,184.35,2480,2434.75655648397,2363.12255859375
163,2,0.00802,1.57,7840,2206,0.267,434,204.63,2320,2301.96679527296,2221.307861328125
164,2,0.00802,1.57,7840,2206,0.306,305,232.87,2100,2049.18761521077,2024.027099609375
165,2,0.00802,1.57,7840,2206,0.334,199,255.13,1910,1901.21877120939,1868.377197265625
166,2,0.00802,1.57,7840,2195,0.355,109,273.15,1750,1789.7660289734,1739.780517578125
167,2,0.00802,1.57,7840,2706,0.136,612,164.14,2810,2895.24411274555,2673.960693359375
168,2,0.00802,1.57,7840,2717,0.178,479,194.54,2560,2579.12377810308,2431.98193359375
169,2,0.00802,1.57,7840,2706,0.215,342,224.89,2260,2346.89822444536,2192.3779296875
170,2,0.00802,1.57,7840,2706,0.251,243,246.01,2110,2133.07352407876,2031.9949951171875
171,2,0.00802,1.57,7840,2728,0.28,145,266.05,1920,1956.6169395248,1886.220703125
172,2,0.00802,1.595,7840,2706,0.132,634,159.04,2820,2929.90904542788,2692.74462890625
173,2,0.00802,1.595,7840,2689,0.157,546,179.32,2630,2735.79413120765,2523.806640625
174,2,0.00802,1.595,7840,2706,0.185,452,200.61,2539,2537.38351446374,2360.32373046875
175,2,0.00802,1.595,7840,2706,0.214,314,230.94,2139,2352.83914852582,2127.020751953125
176,2,0.00802,1.595,7840,2695,0.276,174,260.22,1960,1988.76434834759,1907.0205078125
177,2,0.00802,1.595,7840,2695,0.32,20,289.98,1650,1699.89573671518,1687.2044677734375
178,2,0.00384,0.799,9800,3982,0.112,489,212.2,3070,2948.13725884132,3221.9794921875
179,2,0.00384,0.799,9800,4054,0.118,439,223.2,2920,2868.92503284861,3079.367431640625
180,2,0.00384,0.799,9800,3910,0.141,387,234.46,2710,2663.77393771489,2850.12109375
181,2,0.00384,0.799,9800,3958,0.159,335,245.52,2600,2498.62711941717,2715.48291015625
182,2,0.00384,0.799,9800,3982,0.16,296,253.65,2450,2487.06399441386,2618.5986328125
183,2,0.00384,0.799,9800,3886,0.198,226,267.89,2310,2279.91746127976,2419.9052734375
184,2,0.00384,0.799,9800,4006,0.208,175,277.93,2189,2205.01841130207,2336.98193359375
185,2,0.00384,0.799,9800,3910,0.238,106,290.97,2010,1994.39299638595,2174.85009765625
186,2,0.00384,0.799,9800,3982,0.261,51,300.85,1920,1856.22360842446,2086.74267578125
187,2,0.00384,0.799,9800,5013,0.033,620,182.7,4000,4697.38708844224,4417.8798828125
188,2,0.00384,0.799,9800,5013,0.055,553,197.9,3770,4070.85529430672,4073.289794921875
189,2,0.00384,0.799,9800,5013,0.066,503,209.09,3561,3814.80439899697,3822.767578125
190,2,0.00384,0.799,9800,5013,0.081,457,219.26,3400,3465.64408721093,3609.329345703125
191,2,0.00384,0.799,9800,5013,0.088,406,230.37,3150,3302.70260837745,3388.4208984375
192,2,0.00384,0.799,9800,4990,0.107,363,239.59,3050,2954.74727279124,3207.475341796875
193,2,0.00384,0.799,9800,5013,0.117,315,249.71,2850,2862.03908011103,3042.154541015625
194,2,0.00384,0.799,9800,5013,0.129,271,258.8,2710,2748.15535387273,2895.203369140625
195,2,0.00384,0.799,9800,4990,0.16,206,271.87,2550,2510.4125011801,2691.384033203125
196,2,0.00384,0.799,9800,5013,0.196,149,282.92,2489,2392.82992270721,2543.8349609375
197,2,0.00384,0.799,9800,4990,0.216,106,290.97,2376,2301.1632121776,2430.605712890625
198,2,0.00384,0.799,9800,4990,0.246,51,300.85,2289,2167.84033331579,2304.296142578125
199,2,0.00384,0.799,9800,7460,-0.003,526,203.96,4681,6583.34313876446,5124.984375
200,2,0.00384,0.799,9800,7460,0.013,480,214.19,4450,5952.81290533967,4864.62744140625
201,2,0.00384,0.799,9800,7532,0.03,387,234.46,3890,5365.0546273773,4374.7685546875
202,2,0.00384,0.799,9800,7484,0.047,335,245.52,3590,4707.06598465403,4093.814208984375
203,2,0.00384,0.799,9800,7460,0.052,291,254.69,3250,4543.69950674039,3873.924560546875
204,2,0.00384,0.799,9800,7532,0.064,236,265.89,2960,4321.02299037344,3653.01025390625
205,2,0.00384,0.799,9800,7556,0.082,185,275.98,2720,3953.23128517852,3450.3876953125
206,2,0.00384,0.799,9800,7460,0.104,138,285,2520,3433.68310791512,3242.884765625
207,2,0.00384,1.549,9800,3982,0.218,530,203.07,2020,2132.11182019737,2214.998046875
208,2,0.00384,1.549,9800,3958,0.224,471,216.18,1889,2090.32089831235,2094.160888671875
209,2,0.00384,1.549,9800,3934,0.234,429,225.38,1810,2020.29062006072,2011.8756103515625
210,2,0.00384,1.549,9800,4006,0.243,373,237.46,1730,1947.3200816402,1937.0926513671875
211,2,0.00384,1.549,9800,3982,0.259,315,249.71,1630,1863.69729218907,1837.4810791015625
212,2,0.00384,1.549,9800,3982,0.269,261,260.84,1530,1826.32887336604,1755.5850830078125
213,2,0.00384,1.549,9800,3958,0.289,206,271.87,1450,1748.88726517888,1671.9638671875
214,2,0.00384,1.549,9800,3958,0.306,154,281.97,1380,1654.53003311281,1602.3675537109375
215,2,0.00384,1.549,9800,4006,0.292,165,279.86,1389,1744.58582092133,1626.362060546875
216,2,0.00384,1.549,9800,3934,0.339,79,295.88,1300,1365.70356346543,1504.2342529296875
217,2,0.0051,2.6,9800,1986,0.382,687,167.3,1139,953.353881237729,1340.703125
218,2,0.0051,2.6,9800,1986,0.391,673,170.53,1139,814.39869884222,1326.51416015625
219,2,0.0051,2.6,9800,2503,0.392,443,222.33,1174,595.201239900678,1260.950439453125
220,2,0.0051,2.6,9800,2992,0.337,359,240.44,1163,1025.41568466364,1294.5660400390625
221,2,0.0051,2.6,9800,3441,0.301,281,256.75,1163,1390.45014019575,1309.9237060546875
222,2,0.0051,2.6,9800,3998,0.289,206,271.87,1174,1521.45930784572,1331.69482421875
223,2,0.0051,2.6,9800,4746,0.317,84,294.98,1186,1546.10455018377,1313.6737060546875
224,2,0.0051,2.6,9800,5304,0.131,521,205.08,1779,2418.62069072155,2120.118896484375
225,2,0.0051,2.6,9800,5304,0.124,535,201.95,1791,2469.01982284341,2147.50927734375
226,2,0.00607,0.792,9800,1604,0.237,503,209.09,2489,2523.85690414716,2619.780517578125
227,2,0.00607,0.792,9800,1613,0.27,387,234.46,2310,2275.3604039222,2416.829833984375
228,2,0.00607,0.792,9800,1584,0.304,291,254.69,2110,2092.60330980243,2236.344970703125
229,2,0.00607,0.792,9800,1594,0.344,165,279.86,1900,1807.36639491584,2021.443603515625
230,2,0.00607,0.792,9800,1594,0.385,51,300.85,1710,1446.97187563707,1836.049560546875
231,2,0.00607,0.792,9800,2208,0.095,629,180.64,3170,3405.79768187205,3232.22412109375
232,2,0.00607,0.792,9800,2199,0.12,526,203.96,2870,3117.35704764578,2960.1220703125
233,2,0.00607,0.792,9800,2208,0.171,373,237.46,2539,2560.40544281062,2607.677978515625
234,2,0.00607,0.792,9800,2208,0.22,216,269.88,2170,2140.83468315104,2280.538330078125
235,2,0.00607,0.792,9800,2199,0.285,57,299.79,1820,1688.9265266316,1987.2550048828125
236,2,0.00607,0.792,9800,2707,0.011,791,143.07,4130,4411.12276258743,4229.93994140625
237,2,0.00607,0.792,9800,2707,0.044,682,168.46,3811,3844.73978015946,3780.93359375
238,2,0.00607,0.792,9800,2698,0.068,549,198.8,3280,3485.59932463941,3275.663818359375
239,2,0.00607,0.792,9800,2707,0.103,411,229.29,2820,2984.73102967202,2852.828125
240,2,0.00607,0.792,9800,2707,0.143,266,259.82,2360,2537.18384575428,2488.631103515625
241,2,0.00607,0.792,9800,2659,0.213,112,289.86,2010,1956.31770627009,2160.162841796875
242,2,0.00607,0.792,9800,2707,0.226,45,301.89,1800,1854.67903747746,2046.8463134765625
243,2,0.00607,0.792,9800,3197,0.007,665,172.38,4090,4369.73550837409,4164.5068359375
244,2,0.00607,0.792,9800,3207,0.035,544,199.93,3590,3847.74701303996,3589.416015625
245,2,0.00607,0.792,9800,3197,0.067,411,229.29,3040,3300.40724585351,3052.353271484375
246,2,0.00607,0.792,9800,3207,0.096,315,249.71,2710,2834.93027302428,2751.913818359375
247,2,0.00607,0.792,9800,3207,0.13,216,269.88,2380,2443.82279128282,2490.09521484375
248,2,0.00607,0.792,9800,3197,0.193,57,299.79,1920,1909.86958943412,2147.59521484375
249,2,0.00607,0.792,9800,4003,0.011,480,214.19,3761,4192.05429301983,3822.25
250,2,0.00607,0.792,9800,4023,0.056,325,247.62,3030,3276.81491079132,3111.66162109375
251,2,0.00607,0.792,9800,4023,0.099,159,281.01,2239,2454.1737170551,2571.527099609375
252,2,0.00607,0.792,9800,4003,0.139,68,297.85,1930,2110.54028993097,2340.1640625
253,2,0.00607,0.792,9800,5002,0.02,373,237.46,3811,4043.00233217946,3818.241943359375
254,2,0.00607,0.792,9800,5002,0.041,266,259.82,3090,3543.37613397741,3299.9951171875
255,2,0.00607,0.792,9800,5002,0.066,165,279.86,2460,3033.1948088283,2911.60205078125
256,2,0.00607,0.792,9800,5011,0.111,57,299.79,1970,2321.4934389149,2584.50732421875
257,2,0.0074,3.8,9800,1260,0.603,330,246.57,697,377.321543293863,648.0407104492188
258,2,0.0074,3.8,9800,1486,0.507,291,254.69,697,384.464837109025,693.6044311523438
259,2,0.0074,3.8,9800,2003,0.391,211,270.88,709,654.289047707554,770.3383178710938
260,2,0.0074,3.8,9800,2519,0.331,133,285.95,709,1011.76569688461,821.1007080078125
261,2,0.0074,3.8,9800,3049,0.333,28,304.82,709,885.091447377147,828.8650512695312
262,2,0.0074,3.8,9800,1486,0.5,965,101.89,1174,396.120814410084,1170.81396484375
263,2,0.0074,3.8,9800,1983,0.388,709,162.21,1174,718.916411321108,1210.2568359375
264,2,0.0074,3.8,9800,2003,0.397,691,166.38,1174,576.56987791053,1202.948486328125
265,2,0.0074,3.8,9800,2519,0.302,540,200.83,1151,1264.29968031982,1226.7564697265625
266,2,0.0074,3.8,9800,2558,0.305,540,200.83,1174,1225.36807814338,1237.5069580078125
267,2,0.0074,3.8,9800,3004,0.269,453,220.14,1174,1334.08325811043,1263.024658203125
268,2,0.0074,3.8,9800,3475,0.267,335,245.52,1163,1334.62414463324,1242.283203125
269,2,0.0074,3.8,9800,3940,0.265,256,261.85,1163,1327.91941757469,1247.197265625
270,2,0.0074,3.8,9800,4496,0.287,154,281.97,1163,1371.8323562138,1224.7735595703125
271,2,0.0074,3.8,9800,5529,0.266,90,293.89,1174,1665.21757076977,1315.444580078125
272,2,0.0074,3.8,9800,5878,0.284,34,303.79,1174,1651.20276559949,1296.6141357421875
273,2,0.0074,3.8,9800,5943,0.287,28,304.82,1174,1648.76993244939,1299.1292724609375
274,2,0.0104,3.8,9800,668,0.779,611,184.76,755,534.637322100673,742.3934936523438
275,2,0.0104,3.8,9800,668,0.766,594,188.63,732,580.819169946957,733.8351440429688
276,2,0.0104,3.8,9800,896,0.564,485,213.09,755,882.631168719057,791.4844970703125
277,2,0.0104,3.8,9800,896,0.568,466,217.28,755,862.160325824009,778.4909057617188
278,2,0.0104,3.8,9800,1112,0.444,387,234.46,767,1199.23659631684,816.7054443359375
279,2,0.0104,3.8,9800,1325,0.394,315,249.71,767,1331.16428102985,839.98681640625
280,2,0.0104,3.8,9800,1662,0.347,191,274.81,744,1307.07393896901,837.767578125
281,2,0.0104,3.8,9800,1685,0.298,897,118.06,1477,1549.69402173035,1494.5377197265625
282,2,0.0104,3.8,9800,1688,0.318,553,197.9,1128,1440.83574144493,1192.1654052734375
283,2,0.0104,3.8,9800,1688,0.329,530,203.07,1104,1381.69309504546,1171.8787841796875
284,2,0.0104,3.8,9800,2002,0.312,128,286.88,755,1221.07020494583,871.482666015625
285,2,0.0104,3.8,9800,2015,0.328,112,289.86,767,1121.69335686989,858.3890380859375
286,2,0.0104,3.8,9800,2240,0.223,682,168.46,1500,1605.25010424677,1527.0750732421875
287,2,0.0104,3.8,9800,2240,0.285,354,241.5,1104,1273.15215540081,1182.80810546875
288,2,0.0104,3.8,9800,2420,0.299,57,299.79,755,1124.68531751463,900.1109008789062
289,2,0.0104,3.8,9800,2747,0.25,261,260.84,1081,1292.64143705943,1214.7464599609375
290,2,0.0104,3.8,9800,2806,0.159,558,196.78,1477,1775.82462788474,1580.148193359375
