Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,AI CHF
75,2,0.00384,0.799,7840,5013,0.198,199,255.13,2970,2917.26857544799,2851.340836072283
76,2,0.00384,0.799,7840,5013,0.241,104,274.13,2740,2698.19702030545,2671.584843251492
77,2,0.00384,0.799,7840,5013,0.265,41,286.11,2610,2512.04860791994,2583.2432350106837
78,2,0.00384,0.799,7840,7460,-0.006,634,159.04,5652,7215.17448875589,5274.0837209747315
79,2,0.00384,0.799,7840,7460,0.028,586,170.14,5620,5656.46871164915,5046.860685988067
80,2,0.00384,0.799,7840,7460,0.034,542,180.24,5320,5409.36880087879,4819.631010237472
81,2,0.00384,0.799,7840,7460,0.041,497,190.48,5011,5121.0855716467,4621.8629888010355
82,2,0.00384,0.799,7840,7460,0.043,457,199.49,4711,5038.71893472325,4476.764194258318
83,2,0.00384,0.799,7840,7460,0.05,416,208.64,4420,4750.43570549116,4336.221532980962
84,2,0.00384,0.799,7840,7460,0.055,384,215.71,4200,4660.9050754875,4229.968171659873
85,2,0.00384,0.799,7840,7460,0.067,328,227.92,3850,4446.0315634787,4062.2979897222363
86,2,0.00384,0.799,7840,7460,0.077,286,236.93,3620,4266.97030347137,3945.1649699840723
87,2,0.00384,0.799,7840,7460,0.099,243,246.01,3520,3873.03553145524,3834.756577539084
88,2,0.00384,0.799,7840,7460,0.13,194,256.15,3480,3743.41905656954,3718.3515752639273
89,2,0.00384,0.799,7840,7460,0.168,150,265.05,3580,3608.23281435494,3621.948364214415
90,2,0.00384,0.799,7840,7460,0.194,99,275.1,3450,3520.53672637863,3519.83409618379
91,2,0.00384,0.799,7840,7460,0.217,41,286.11,3270,3473.52632712003,3414.3808520483935
92,2,0.00384,0.799,7840,7460,0.129,194,256.15,3500,3747.14273486571,3713.033841243674
93,2,0.00384,0.799,7840,7460,0.167,145,266.05,3520,3611.60574081557,3608.078844139254
94,2,0.00384,0.799,7840,7460,0.189,99,275.1,3390,3537.40135868177,3510.231361802691
95,2,0.00384,0.799,7840,7460,0.21,47,285,3220,3484.55043791202,3415.5809329588765
96,2,0.00384,1.549,7840,3958,0.317,233,248.1,1700,1951.17945572483,1938.0973829935233
97,2,0.00384,1.549,7840,3958,0.32,174,260.22,1580,1911.07738037204,1844.0262481469179
98,2,0.00384,1.549,7840,3958,0.336,99,275.1,1439,1697.19964515712,1724.9817378743458
99,2,0.00384,1.549,7840,3982,0.339,31,287.96,1339,1650.28642549582,1585.7660316740873
100,2,0.00607,0.792,7840,1604,0.312,384,215.71,2620,2865.7842017095,2637.605761838885
101,2,0.00607,0.792,7840,1604,0.357,300,233.95,2520,2608.61101961971,2521.469425898787
102,2,0.00607,0.792,7840,1604,0.385,199,255.13,2330,2447.24735354094,2356.71501366737
103,2,0.00607,0.792,7840,2199,0.181,488,192.51,3161,3312.05008892243,3027.5640373495576
104,2,0.00607,0.792,7840,2199,0.21,393,213.73,2940,3072.05353744876,2816.558317092017
105,2,0.00607,0.792,7840,2199,0.318,47,285,2210,2288.72726183524,2061.9578997835615
106,2,0.00607,0.792,7840,2208,0.154,568,174.28,3330,3542.26101592045,3255.9589774340234
107,2,0.00607,0.792,7840,2208,0.255,262,242.02,2680,2736.8846687365,2566.043324389835
108,2,0.00607,0.792,7840,2208,0.291,165,262.04,2480,2459.62069935704,2357.427757373335
109,2,0.00607,0.792,7840,2698,0.079,630,159.97,3830,4021.27566148729,3707.6166855005595
110,2,0.00607,0.792,7840,2698,0.125,479,194.54,3420,3442.28599064866,3222.450441579993
111,2,0.00607,0.792,7840,2688,0.159,351,222.93,3000,3129.69581316759,2854.299011799609
112,2,0.00607,0.792,7840,2688,0.196,257,243.07,2810,2841.02798791403,2628.2435179801637
113,2,0.00607,0.792,7840,2698,0.232,145,266.05,2500,2585.46314034467,2363.7588245355114
114,2,0.00607,0.792,7840,2698,0.28,31,287.96,2260,2257.79113101839,2064.644088793864
115,2,0.00607,0.792,7840,3207,0.065,529,183.21,3820,3973.83059399543,3666.5767644037296
116,2,0.00607,0.792,7840,3207,0.096,425,206.64,3461,3498.34379970767,3291.4753008287225
117,2,0.00607,0.792,7840,3207,0.124,323,229,3066,3191.30329106695,2926.075708753507
118,2,0.00607,0.792,7840,3207,0.157,228,249.14,2800,2875.21054269512,2654.6240475662066
119,2,0.00607,0.792,7840,3216,0.208,99,275.1,2480,2515.47768702144,2290.6322974444747
120,2,0.00607,0.792,7840,4003,0.029,461,198.59,3880,4201.81561614131,3766.2605128354157
121,2,0.00607,0.792,7840,3994,0.075,309,232.02,3211,3413.81161823477,3108.9469788026327
122,2,0.00607,0.792,7840,4013,0.144,134,268.24,2620,2675.59041196447,2429.4254968980968
123,2,0.00607,0.792,7840,4013,0.189,36,287.04,2380,2414.21136714077,2116.463297904347
124,2,0.00607,0.792,7840,4982,-0.024,551,178.18,4890,5361.64709204691,4398.432778699835
125,2,0.00607,0.792,7840,4982,0.004,457,199.49,4440,4587.48262533133,3830.965650014744
126,2,0.00607,0.792,7840,5002,0.044,319,229.87,3700,3685.16504274614,3105.8051385185718
127,2,0.00607,0.792,7840,4963,0.074,214,252.04,3050,3172.53376270895,2677.028846654501
128,2,0.00607,0.792,7840,5011,0.109,109,273.15,2580,2710.56597889437,2336.7942397616907
129,2,0.00607,0.792,7840,5011,0.133,41,286.11,2260,2580.91934551461,2147.3184928125224
130,2,0.0078,0.789,7840,995,0.288,780,124.82,2960,3209.75485820252,3186.005454783498
131,2,0.0078,0.789,7840,995,0.343,647,156.02,2820,2942.43223968243,3028.7785382045777
132,2,0.0078,0.789,7840,995,0.387,515,186.39,2660,2728.0226118682,2819.3233414569922
133,2,0.0078,0.789,7840,983,0.429,439,203.52,2580,2536.58806711401,2627.0089999652932
134,2,0.0078,0.789,7840,995,0.463,319,229.87,2450,2365.3448943929,2431.3480929243296
135,2,0.0078,0.776,7840,1599,0.144,652,154.86,3461,3796.39854179049,3589.5987365344918
136,2,0.0078,0.776,7840,1605,0.206,502,189.34,3250,3228.24770589909,3204.2084527962033
137,2,0.00807,0.778,7840,1613,0.249,370,218.78,3000,2865.60118020451,2911.8792733568034
138,2,0.00807,0.778,7840,1608,0.273,271,240.12,2790,2714.92475860312,2664.5397516645926
139,2,0.00807,0.778,7840,1581,0.331,119,271.2,2460,2409.53027745492,2328.775232710205
140,2,0.00807,0.778,7840,2205,0.018,784,123.88,4600,4640.16091854336,4541.424363979024
141,2,0.00807,0.778,7840,2211,0.044,686,146.93,4270,4263.79391869079,4158.613732423964
142,2,0.00807,0.778,7840,2216,0.087,493,191.38,3540,3722.67233266066,3512.519199845158
143,2,0.00807,0.778,7840,2200,0.141,347,223.8,3130,3193.41587455476,3074.5641389429884
144,2,0.00807,0.778,7840,2705,0.007,634,159.04,4520,4524.56110222724,4194.395496639812
145,2,0.00807,0.778,7840,2662,0.059,479,194.54,3861,3779.53766627709,3587.098583782328
146,2,0.00807,0.778,7840,2678,0.109,300,233.95,3170,3133.31718725115,3074.104313474759
147,2,0.00807,0.778,7840,3199,-0.028,647,156.02,4990,5019.05691971319,4618.907469379282
148,2,0.00807,0.778,7840,3210,-0.004,502,189.34,4140,4521.51260236599,3957.663456911541
149,2,0.00807,0.778,7840,3199,0.049,375,217.69,3720,3664.63804766796,3505.0785084640515
150,2,0.00807,0.778,7840,3205,0.106,209,253.07,3011,2928.26925253146,2972.179212348126
151,2,0.00802,1.57,7840,1001,0.577,617,162.98,1850,1854.44366918947,1789.794986097554
152,2,0.00802,1.57,7840,1007,0.601,502,189.34,1750,1726.38124809195,1742.0921404842031
153,2,0.00802,1.57,7840,1001,0.622,351,222.93,1589,1496.95810001391,1613.4886596506917
154,2,0.00802,1.57,7840,1001,0.636,165,262.04,1389,1334.19158635335,1452.0745991108602
155,2,0.00802,1.57,7840,1023,0.633,52,284.06,1269,1328.3592586122,1349.1463394413283
156,2,0.00802,1.57,7840,1595,0.334,695,144.82,2389,2391.03257893918,2268.822510804445
157,2,0.00802,1.57,7840,1606,0.347,612,164.14,2280,2317.87621690964,2255.7157773348763
158,2,0.00802,1.57,7840,1606,0.398,439,203.52,2080,2062.02304973279,2028.7115555197563
159,2,0.00802,1.57,7840,1595,0.432,300,233.95,1880,1780.13073756948,1813.6816123646333
160,2,0.00802,1.57,7840,1612,0.434,150,265.05,1600,1741.97918763819,1665.38466445264
161,2,0.00802,1.57,7840,1606,0.46,47,285,1470,1464.70485380527,1566.1910518331283
162,2,0.00802,1.57,7840,2206,0.247,524,184.35,2480,2434.75655648397,2400.1279168870747
163,2,0.00802,1.57,7840,2206,0.267,434,204.63,2320,2301.96679527296,2259.9773927198767
164,2,0.00802,1.57,7840,2206,0.306,305,232.87,2100,2049.18761521077,2023.4422753591887
165,2,0.00802,1.57,7840,2206,0.334,199,255.13,1910,1901.21877120939,1869.5733915058217
166,2,0.00802,1.57,7840,2195,0.355,109,273.15,1750,1789.7660289734,1772.5102308235998
167,2,0.00802,1.57,7840,2706,0.136,612,164.14,2810,2895.24411274555,2722.795284045567
168,2,0.00802,1.57,7840,2717,0.178,479,194.54,2560,2579.12377810308,2534.016248100872
169,2,0.00802,1.57,7840,2706,0.215,342,224.89,2260,2346.89822444536,2270.3196235987793
170,2,0.00802,1.57,7840,2706,0.251,243,246.01,2110,2133.07352407876,2092.1316337272924
171,2,0.00802,1.57,7840,2728,0.28,145,266.05,1920,1956.6169395248,1950.8824900356794
172,2,0.00802,1.595,7840,2706,0.132,634,159.04,2820,2929.90904542788,2728.750626271303
173,2,0.00802,1.595,7840,2689,0.157,546,179.32,2630,2735.79413120765,2618.227158874187
174,2,0.00802,1.595,7840,2706,0.185,452,200.61,2539,2537.38351446374,2462.138184628962
175,2,0.00802,1.595,7840,2706,0.214,314,230.94,2139,2352.83914852582,2197.1995001015334
176,2,0.00802,1.595,7840,2695,0.276,174,260.22,1960,1988.76434834759,1967.5720816654045
177,2,0.00802,1.595,7840,2695,0.32,20,289.98,1650,1699.89573671518,1751.7027014799355
178,2,0.00384,0.799,9800,3982,0.112,489,212.2,3070,2948.13725884132,3279.6559743153366
179,2,0.00384,0.799,9800,4054,0.118,439,223.2,2920,2868.92503284861,3211.9832694711217
180,2,0.00384,0.799,9800,3910,0.141,387,234.46,2710,2663.77393771489,2962.014005262027
181,2,0.00384,0.799,9800,3958,0.159,335,245.52,2600,2498.62711941717,2742.417697914608
182,2,0.00384,0.799,9800,3982,0.16,296,253.65,2450,2487.06399441386,2568.6396259169214
183,2,0.00384,0.799,9800,3886,0.198,226,267.89,2310,2279.91746127976,2288.3299920234426
184,2,0.00384,0.799,9800,4006,0.208,175,277.93,2189,2205.01841130207,2135.890188709633
185,2,0.00384,0.799,9800,3910,0.238,106,290.97,2010,1994.39299638595,1906.3736710311605
186,2,0.00384,0.799,9800,3982,0.261,51,300.85,1920,1856.22360842446,1766.3623746302646
187,2,0.00384,0.799,9800,5013,0.033,620,182.7,4000,4697.38708844224,3937.5415627267926
188,2,0.00384,0.799,9800,5013,0.055,553,197.9,3770,4070.85529430672,3577.296626483284
189,2,0.00384,0.799,9800,5013,0.066,503,209.09,3561,3814.80439899697,3316.0339842641797
190,2,0.00384,0.799,9800,5013,0.081,457,219.26,3400,3465.64408721093,3124.632558076953
191,2,0.00384,0.799,9800,5013,0.088,406,230.37,3150,3302.70260837745,2908.6852556418517
192,2,0.00384,0.799,9800,4990,0.107,363,239.59,3050,2954.74727279124,2732.7529198247776
193,2,0.00384,0.799,9800,5013,0.117,315,249.71,2850,2862.03908011103,2570.5748868286523
194,2,0.00384,0.799,9800,5013,0.129,271,258.8,2710,2748.15535387273,2431.9023121084433
195,2,0.00384,0.799,9800,4990,0.16,206,271.87,2550,2510.4125011801,2250.9068206998336
196,2,0.00384,0.799,9800,5013,0.196,149,282.92,2489,2392.82992270721,2126.7538019756257
197,2,0.00384,0.799,9800,4990,0.216,106,290.97,2376,2301.1632121776,2040.1856571767592
198,2,0.00384,0.799,9800,4990,0.246,51,300.85,2289,2167.84033331579,1951.5187582298688
199,2,0.00384,0.799,9800,7460,-0.003,526,203.96,4681,6583.34313876446,4887.990654676376
200,2,0.00384,0.799,9800,7460,0.013,480,214.19,4450,5952.81290533967,4586.25900732244
201,2,0.00384,0.799,9800,7532,0.03,387,234.46,3890,5365.0546273773,4099.255358890076
202,2,0.00384,0.799,9800,7484,0.047,335,245.52,3590,4707.06598465403,3853.441030936825
203,2,0.00384,0.799,9800,7460,0.052,291,254.69,3250,4543.69950674039,3683.27771648318
204,2,0.00384,0.799,9800,7532,0.064,236,265.89,2960,4321.02299037344,3539.0989523491467
205,2,0.00384,0.799,9800,7556,0.082,185,275.98,2720,3953.23128517852,3407.243738447014
206,2,0.00384,0.799,9800,7460,0.104,138,285,2520,3433.68310791512,3256.033828330337
207,2,0.00384,1.549,9800,3982,0.218,530,203.07,2020,2132.11182019737,2043.316469049291
208,2,0.00384,1.549,9800,3958,0.224,471,216.18,1889,2090.32089831235,1917.1835539929266
209,2,0.00384,1.549,9800,3934,0.234,429,225.38,1810,2020.29062006072,1809.985251245686
210,2,0.00384,1.549,9800,4006,0.243,373,237.46,1730,1947.3200816402,1701.211846750377
211,2,0.00384,1.549,9800,3982,0.259,315,249.71,1630,1863.69729218907,1594.8905836180882
212,2,0.00384,1.549,9800,3982,0.269,261,260.84,1530,1826.32887336604,1503.5456898892471
213,2,0.00384,1.549,9800,3958,0.289,206,271.87,1450,1748.88726517888,1410.0296695440354
214,2,0.00384,1.549,9800,3958,0.306,154,281.97,1380,1654.53003311281,1331.7380037010857
215,2,0.00384,1.549,9800,4006,0.292,165,279.86,1389,1744.58582092133,1348.6727106709263
216,2,0.00384,1.549,9800,3934,0.339,79,295.88,1300,1365.70356346543,1224.46770425194
217,2,0.0051,2.6,9800,1986,0.382,687,167.3,1139,953.353881237729,1121.9110190413912
218,2,0.0051,2.6,9800,1986,0.391,673,170.53,1139,814.39869884222,1100.7069175059446
219,2,0.0051,2.6,9800,2503,0.392,443,222.33,1174,595.201239900678,1023.0028644028789
220,2,0.0051,2.6,9800,2992,0.337,359,240.44,1163,1025.41568466364,1057.2628501297897
221,2,0.0051,2.6,9800,3441,0.301,281,256.75,1163,1390.45014019575,1076.941236151968
222,2,0.0051,2.6,9800,3998,0.289,206,271.87,1174,1521.45930784572,1104.2243878583897
223,2,0.0051,2.6,9800,4746,0.317,84,294.98,1186,1546.10455018377,1062.2158164740904
224,2,0.0051,2.6,9800,5304,0.131,521,205.08,1779,2418.62069072155,1881.8101256078253
225,2,0.0051,2.6,9800,5304,0.124,535,201.95,1791,2469.01982284341,1918.7078939193802
226,2,0.00607,0.792,9800,1604,0.237,503,209.09,2489,2523.85690414716,2546.485942573295
227,2,0.00607,0.792,9800,1613,0.27,387,234.46,2310,2275.3604039222,2350.9957505993993
228,2,0.00607,0.792,9800,1584,0.304,291,254.69,2110,2092.60330980243,2200.3060020346734
229,2,0.00607,0.792,9800,1594,0.344,165,279.86,1900,1807.36639491584,1968.5191257530823
230,2,0.00607,0.792,9800,1594,0.385,51,300.85,1710,1446.97187563707,1750.3598204279108
231,2,0.00607,0.792,9800,2208,0.095,629,180.64,3170,3405.79768187205,3207.2789523020288
232,2,0.00607,0.792,9800,2199,0.12,526,203.96,2870,3117.35704764578,2900.52935398532
233,2,0.00607,0.792,9800,2208,0.171,373,237.46,2539,2560.40544281062,2515.518162999466
234,2,0.00607,0.792,9800,2208,0.22,216,269.88,2170,2140.83468315104,2186.1544866625636
235,2,0.00607,0.792,9800,2199,0.285,57,299.79,1820,1688.9265266316,1840.767903960633
236,2,0.00607,0.792,9800,2707,0.011,791,143.07,4130,4411.12276258743,4202.433097830308
237,2,0.00607,0.792,9800,2707,0.044,682,168.46,3811,3844.73978015946,3760.8813043147675
238,2,0.00607,0.792,9800,2698,0.068,549,198.8,3280,3485.59932463941,3239.497472328332
239,2,0.00607,0.792,9800,2707,0.103,411,229.29,2820,2984.73102967202,2805.8259887661657
240,2,0.00607,0.792,9800,2707,0.143,266,259.82,2360,2537.18384575428,2414.498435166841
241,2,0.00607,0.792,9800,2659,0.213,112,289.86,2010,1956.31770627009,2031.4202282593694
242,2,0.00607,0.792,9800,2707,0.226,45,301.89,1800,1854.67903747746,1873.3579984459195
243,2,0.00607,0.792,9800,3197,0.007,665,172.38,4090,4369.73550837409,4056.405734753849
244,2,0.00607,0.792,9800,3207,0.035,544,199.93,3590,3847.74701303996,3547.2930858323125
245,2,0.00607,0.792,9800,3197,0.067,411,229.29,3040,3300.40724585351,3019.278545928305
246,2,0.00607,0.792,9800,3207,0.096,315,249.71,2710,2834.93027302428,2704.7914140827506
247,2,0.00607,0.792,9800,3207,0.13,216,269.88,2380,2443.82279128282,2406.886981284638
248,2,0.00607,0.792,9800,3197,0.193,57,299.79,1920,1909.86958943412,1948.3782935326221
249,2,0.00607,0.792,9800,4003,0.011,480,214.19,3761,4192.05429301983,3749.5874519644776
250,2,0.00607,0.792,9800,4023,0.056,325,247.62,3030,3276.81491079132,3064.3734123497816
251,2,0.00607,0.792,9800,4023,0.099,159,281.01,2239,2454.1737170551,2360.2604226623553
252,2,0.00607,0.792,9800,4003,0.139,68,297.85,1930,2110.54028993097,2046.8031072834826
253,2,0.00607,0.792,9800,5002,0.02,373,237.46,3811,4043.00233217946,3538.0819667870614
254,2,0.00607,0.792,9800,5002,0.041,266,259.82,3090,3543.37613397741,2901.91328918865
255,2,0.00607,0.792,9800,5002,0.066,165,279.86,2460,3033.1948088283,2421.5707064518315
256,2,0.00607,0.792,9800,5011,0.111,57,299.79,1970,2321.4934389149,2041.083298724189
257,2,0.0074,3.8,9800,1260,0.603,330,246.57,697,377.321543293863,585.9305507633219
258,2,0.0074,3.8,9800,1486,0.507,291,254.69,697,384.464837109025,650.6673738734091
259,2,0.0074,3.8,9800,2003,0.391,211,270.88,709,654.289047707554,680.8426257060382
260,2,0.0074,3.8,9800,2519,0.331,133,285.95,709,1011.76569688461,728.0267713284286
261,2,0.0074,3.8,9800,3049,0.333,28,304.82,709,885.091447377147,728.2850021773088
262,2,0.0074,3.8,9800,1486,0.5,965,101.89,1174,396.120814410084,1060.9969516884867
263,2,0.0074,3.8,9800,1983,0.388,709,162.21,1174,718.916411321108,1096.4010461727432
264,2,0.0074,3.8,9800,2003,0.397,691,166.38,1174,576.56987791053,1108.5767445391118
265,2,0.0074,3.8,9800,2519,0.302,540,200.83,1151,1264.29968031982,1115.582228712563
266,2,0.0074,3.8,9800,2558,0.305,540,200.83,1174,1225.36807814338,1140.4336275353157
267,2,0.0074,3.8,9800,3004,0.269,453,220.14,1174,1334.08325811043,1172.2981948440688
268,2,0.0074,3.8,9800,3475,0.267,335,245.52,1163,1334.62414463324,1175.0404508755644
269,2,0.0074,3.8,9800,3940,0.265,256,261.85,1163,1327.91941757469,1192.8956151603425
270,2,0.0074,3.8,9800,4496,0.287,154,281.97,1163,1371.8323562138,1173.4854211329416
271,2,0.0074,3.8,9800,5529,0.266,90,293.89,1174,1665.21757076977,1246.8464146247893
272,2,0.0074,3.8,9800,5878,0.284,34,303.79,1174,1651.20276559949,1215.623155375709
273,2,0.0074,3.8,9800,5943,0.287,28,304.82,1174,1648.76993244939,1207.251571193487
274,2,0.0104,3.8,9800,668,0.779,611,184.76,755,534.637322100673,797.242599974218
275,2,0.0104,3.8,9800,668,0.766,594,188.63,732,580.819169946957,801.393267167534
276,2,0.0104,3.8,9800,896,0.564,485,213.09,755,882.631168719057,837.7246020327439
277,2,0.0104,3.8,9800,896,0.568,466,217.28,755,862.160325824009,824.7208478381422
278,2,0.0104,3.8,9800,1112,0.444,387,234.46,767,1199.23659631684,841.9492663098683
279,2,0.0104,3.8,9800,1325,0.394,315,249.71,767,1331.16428102985,851.4904313225163
280,2,0.0104,3.8,9800,1662,0.347,191,274.81,744,1307.07393896901,848.5167921020352
281,2,0.0104,3.8,9800,1685,0.298,897,118.06,1477,1549.69402173035,1503.9713628572579
282,2,0.0104,3.8,9800,1688,0.318,553,197.9,1128,1440.83574144493,1154.3882916908838
283,2,0.0104,3.8,9800,1688,0.329,530,203.07,1104,1381.69309504546,1142.3102125543087
284,2,0.0104,3.8,9800,2002,0.312,128,286.88,755,1221.07020494583,887.8518393615303
285,2,0.0104,3.8,9800,2015,0.328,112,289.86,767,1121.69335686989,883.7919608979639
286,2,0.0104,3.8,9800,2240,0.223,682,168.46,1500,1605.25010424677,1512.870271129671
