Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,AI CHF
50,1,0.0048,0.716,100,557.2,0.6,317,23.94,1545,1242.05439837757,1725.737278932148
51,1,0.0048,0.716,100,665.9,0.59,317,23.94,1829,1038.84655324943,1895.7055920963467
52,1,0.0048,0.716,100,951.4,0.55,317,23.94,2492,1102.66469495201,2271.701661440986
53,1,0.0048,0.716,100,937.8,0.55,317,23.94,2429,1109.93351009617,2252.81746335099
54,1,0.0048,0.716,100,1413.4,0.53,317,23.94,3532,921.741582879715,2989.735494821957
55,1,0.0048,0.955,100,203.9,0.93,317,23.94,631,327.713195886287,401.2002462855937
56,1,0.0048,0.955,100,271.8,0.75,317,23.94,694,757.327681997969,519.3126838356015
57,1,0.0048,0.955,100,407.7,0.68,317,23.94,946,929.970433135734,869.5738007163984
58,1,0.0048,0.955,100,543.6,0.63,317,23.94,1199,1114.3207223512,1245.4586846992127
59,1,0.0048,0.955,100,679.5,0.64,317,23.94,1482,806.834349819755,1416.8686602789176
60,1,0.0048,0.955,100,951.4,0.55,317,23.94,1861,1102.66469495201,1735.2108148792577
61,1,0.0048,0.955,100,1100.9,0.49,317,23.94,1987,1462.70776133015,1916.074072076081
62,2,0.00384,0.799,7840,3862,0.268,174,260.22,2620,2488.09254622782,2406.4923301709932
63,2,0.00384,0.799,7840,3934,0.165,402,211.74,3061,3234.10757670701,3038.3536659813326
64,2,0.00384,0.799,7840,3934,0.214,271,240.12,2791,2883.92346585443,2664.0447301475256
65,2,0.00384,0.799,7840,3982,0.288,68,281.04,2339,2285.07032628869,2186.299682222523
66,2,0.00384,0.799,7840,4054,0.172,319,229.87,2840,3143.9085413685,2825.6198292126965
67,2,0.00384,0.799,7840,4990,0.156,290,236.08,3130,3100.80446631842,3001.0320034778197
68,2,0.00384,0.799,7840,4990,0.181,243,246.01,3061,2990.11891416127,2854.570903648577
69,2,0.00384,0.799,7840,4990,0.227,155,264.05,2930,2766.9557146114,2594.56265430211
70,2,0.00384,0.799,7840,5013,0.085,564,175.2,4140,3766.34757565597,4043.971947840685
71,2,0.00384,0.799,7840,5013,0.089,533,182.29,4000,3687.0586683099,3903.0348251857977
72,2,0.00384,0.799,7840,5013,0.105,479,194.54,3830,3435.0936669988,3697.595582991775
73,2,0.00384,0.799,7840,5013,0.128,388,214.83,3461,3279.05933889537,3351.3905498522977
74,2,0.00384,0.799,7840,5013,0.129,347,223.8,3261,3272.27523767349,3199.1168842218467
75,2,0.00384,0.799,7840,5013,0.198,199,255.13,2970,2917.26857544799,2730.7963610344377
76,2,0.00384,0.799,7840,5013,0.241,104,274.13,2740,2698.19702030545,2466.42484518079
77,2,0.00384,0.799,7840,5013,0.265,41,286.11,2610,2512.04860791994,2319.661211120438
78,2,0.00384,0.799,7840,7460,-0.006,634,159.04,5652,7215.17448875589,5968.081878513882
79,2,0.00384,0.799,7840,7460,0.028,586,170.14,5620,5656.46871164915,5627.130638324803
80,2,0.00384,0.799,7840,7460,0.034,542,180.24,5320,5409.36880087879,5314.590863068141
81,2,0.00384,0.799,7840,7460,0.041,497,190.48,5011,5121.0855716467,4994.946988293645
82,2,0.00384,0.799,7840,7460,0.043,457,199.49,4711,5038.71893472325,4719.308040843349
83,2,0.00384,0.799,7840,7460,0.05,416,208.64,4420,4750.43570549116,4484.025585013273
84,2,0.00384,0.799,7840,7460,0.055,384,215.71,4200,4660.9050754875,4302.094267664626
85,2,0.00384,0.799,7840,7460,0.067,328,227.92,3850,4446.0315634787,3985.419763048084
86,2,0.00384,0.799,7840,7460,0.077,286,236.93,3620,4266.97030347137,3776.534154109711
87,2,0.00384,0.799,7840,7460,0.099,243,246.01,3520,3873.03553145524,3580.117243529171
88,2,0.00384,0.799,7840,7460,0.13,194,256.15,3480,3743.41905656954,3380.500243678085
89,2,0.00384,0.799,7840,7460,0.168,150,265.05,3580,3608.23281435494,3218.914139918399
90,2,0.00384,0.799,7840,7460,0.194,99,275.1,3450,3520.53672637863,3040.6092488847034
91,2,0.00384,0.799,7840,7460,0.217,41,286.11,3270,3473.52632712003,2837.831055666099
92,2,0.00384,0.799,7840,7460,0.129,194,256.15,3500,3747.14273486571,3380.500243678085
93,2,0.00384,0.799,7840,7460,0.167,145,266.05,3520,3611.60574081557,3201.4333724172748
94,2,0.00384,0.799,7840,7460,0.189,99,275.1,3390,3537.40135868177,3040.6092488847034
95,2,0.00384,0.799,7840,7460,0.21,47,285,3220,3484.55043791202,2858.8071418285535
96,2,0.00384,1.549,7840,3958,0.317,233,248.1,1700,1951.17945572483,1739.5380315250961
97,2,0.00384,1.549,7840,3958,0.32,174,260.22,1580,1911.07738037204,1637.8034491722563
98,2,0.00384,1.549,7840,3958,0.336,99,275.1,1439,1697.19964515712,1511.544015704489
99,2,0.00384,1.549,7840,3982,0.339,31,287.96,1339,1650.28642549582,1406.9126846906895
100,2,0.00607,0.792,7840,1604,0.312,384,215.71,2620,2865.7842017095,2706.802142533161
101,2,0.00607,0.792,7840,1604,0.357,300,233.95,2520,2608.61101961971,2558.217278964588
102,2,0.00607,0.792,7840,1604,0.385,199,255.13,2330,2447.24735354094,2384.2469568510833
103,2,0.00607,0.792,7840,2199,0.181,488,192.51,3161,3312.05008892243,3329.531431823062
104,2,0.00607,0.792,7840,2199,0.21,393,213.73,2940,3072.05353744876,3154.261369906074
105,2,0.00607,0.792,7840,2199,0.318,47,285,2210,2288.72726183524,2130.650175344392
106,2,0.00607,0.792,7840,2208,0.154,568,174.28,3330,3542.26101592045,3489.569858114478
107,2,0.00607,0.792,7840,2208,0.255,262,242.02,2680,2736.8846687365,2747.8946205331063
108,2,0.00607,0.792,7840,2208,0.291,165,262.04,2480,2459.62069935704,2451.467662841702
109,2,0.00607,0.792,7840,2698,0.079,630,159.97,3830,4021.27566148729,4087.080751506354
110,2,0.00607,0.792,7840,2698,0.125,479,194.54,3420,3442.28599064866,3611.8136097743445
111,2,0.00607,0.792,7840,2688,0.159,351,222.93,3000,3129.69581316759,3172.991929179111
112,2,0.00607,0.792,7840,2688,0.196,257,243.07,2810,2841.02798791403,2877.890420534411
113,2,0.00607,0.792,7840,2698,0.232,145,266.05,2500,2585.46314034467,2529.3147769734637
114,2,0.00607,0.792,7840,2698,0.28,31,287.96,2260,2257.79113101839,2218.811534278488
115,2,0.00607,0.792,7840,3207,0.065,529,183.21,3820,3973.83059399543,4038.3623996796687
116,2,0.00607,0.792,7840,3207,0.096,425,206.64,3461,3498.34379970767,3614.9006163219424
117,2,0.00607,0.792,7840,3207,0.124,323,229,3066,3191.30329106695,3244.341055803875
118,2,0.00607,0.792,7840,3207,0.157,228,249.14,2800,2875.21054269512,2944.378507961298
119,2,0.00607,0.792,7840,3216,0.208,99,275.1,2480,2515.47768702144,2535.778896584411
120,2,0.00607,0.792,7840,4003,0.029,461,198.59,3880,4201.81561614131,4119.027189947577
121,2,0.00607,0.792,7840,3994,0.075,309,232.02,3211,3413.81161823477,3450.4066169046973
122,2,0.00607,0.792,7840,4013,0.144,134,268.24,2620,2675.59041196447,2817.1513373111025
123,2,0.00607,0.792,7840,4013,0.189,36,287.04,2380,2414.21136714077,2492.2950794927233
124,2,0.00607,0.792,7840,4982,-0.024,551,178.18,4890,5361.64709204691,4976.117197033859
125,2,0.00607,0.792,7840,4982,0.004,457,199.49,4440,4587.48262533133,4466.437616608682
126,2,0.00607,0.792,7840,5002,0.044,319,229.87,3700,3685.16504274614,3813.558500125204
127,2,0.00607,0.792,7840,4963,0.074,214,252.04,3050,3172.53376270895,3362.1024815460737
128,2,0.00607,0.792,7840,5011,0.109,109,273.15,2580,2710.56597889437,2951.251319158203
129,2,0.00607,0.792,7840,5011,0.133,41,286.11,2260,2580.91934551461,2714.8061604317727
130,2,0.0078,0.789,7840,995,0.288,780,124.82,2960,3209.75485820252,3160.9675927963535
131,2,0.0078,0.789,7840,995,0.343,647,156.02,2820,2942.43223968243,2951.8675820510484
132,2,0.0078,0.789,7840,995,0.387,515,186.39,2660,2728.0226118682,2782.7922144654995
133,2,0.0078,0.789,7840,983,0.429,439,203.52,2580,2536.58806711401,2674.2104115739053
134,2,0.0078,0.789,7840,995,0.463,319,229.87,2450,2365.3448943929,2475.3348530157746
135,2,0.0078,0.776,7840,1599,0.144,652,154.86,3461,3796.39854179049,3565.472271962921
136,2,0.0078,0.776,7840,1605,0.206,502,189.34,3250,3228.24770589909,3281.6067461542507
137,2,0.00807,0.778,7840,1613,0.249,370,218.78,3000,2865.60118020451,3092.291468522085
138,2,0.00807,0.778,7840,1608,0.273,271,240.12,2790,2714.92475860312,2898.3959611382893
139,2,0.00807,0.778,7840,1581,0.331,119,271.2,2460,2409.53027745492,2421.35654181504
140,2,0.00807,0.778,7840,2205,0.018,784,123.88,4600,4640.16091854336,4613.713253568155
141,2,0.00807,0.778,7840,2211,0.044,686,146.93,4270,4263.79391869079,4284.2877232586325
142,2,0.00807,0.778,7840,2216,0.087,493,191.38,3540,3722.67233266066,3778.189411953672
143,2,0.00807,0.778,7840,2200,0.141,347,223.8,3130,3193.41587455476,3317.938745095854
144,2,0.00807,0.778,7840,2705,0.007,634,159.04,4520,4524.56110222724,4653.8409234369055
145,2,0.00807,0.778,7840,2662,0.059,479,194.54,3861,3779.53766627709,3957.877099774024
146,2,0.00807,0.778,7840,2678,0.109,300,233.95,3170,3133.31718725115,3252.0137944503604
147,2,0.00807,0.778,7840,3199,-0.028,647,156.02,4990,5019.05691971319,5095.531793522783
148,2,0.00807,0.778,7840,3210,-0.004,502,189.34,4140,4521.51260236599,4257.371948099709
149,2,0.00807,0.778,7840,3199,0.049,375,217.69,3720,3664.63804766796,3677.26384066679
150,2,0.00807,0.778,7840,3205,0.106,209,253.07,3011,2928.26925253146,3048.4924048797616
151,2,0.00802,1.57,7840,1001,0.577,617,162.98,1850,1854.44366918947,1786.5176297598885
152,2,0.00802,1.57,7840,1007,0.601,502,189.34,1750,1726.38124809195,1705.2407507936057
153,2,0.00802,1.57,7840,1001,0.622,351,222.93,1589,1496.95810001391,1584.0870805330992
154,2,0.00802,1.57,7840,1001,0.636,165,262.04,1389,1334.19158635335,1395.3432880712694
155,2,0.00802,1.57,7840,1023,0.633,52,284.06,1269,1328.3592586122,1294.8325273599676
156,2,0.00802,1.57,7840,1595,0.334,695,144.82,2389,2391.03257893918,2332.2643375138564
157,2,0.00802,1.57,7840,1606,0.347,612,164.14,2280,2317.87621690964,2215.252986057724
158,2,0.00802,1.57,7840,1606,0.398,439,203.52,2080,2062.02304973279,2010.4700410762478
159,2,0.00802,1.57,7840,1595,0.432,300,233.95,1880,1780.13073756948,1853.7530165821984
160,2,0.00802,1.57,7840,1612,0.434,150,265.05,1600,1741.97918763819,1688.7856018476775
161,2,0.00802,1.57,7840,1606,0.46,47,285,1470,1464.70485380527,1480.5284463473674
162,2,0.00802,1.57,7840,2206,0.247,524,184.35,2480,2434.75655648397,2463.604607607127
163,2,0.00802,1.57,7840,2206,0.267,434,204.63,2320,2301.96679527296,2358.245187979278
164,2,0.00802,1.57,7840,2206,0.306,305,232.87,2100,2049.18761521077,2162.2375856270605
165,2,0.00802,1.57,7840,2206,0.334,199,255.13,1910,1901.21877120939,1934.8832532506647
166,2,0.00802,1.57,7840,2195,0.355,109,273.15,1750,1789.7660289734,1743.9355335420455
167,2,0.00802,1.57,7840,2706,0.136,612,164.14,2810,2895.24411274555,2927.023345766536
168,2,0.00802,1.57,7840,2717,0.178,479,194.54,2560,2579.12377810308,2703.2895578856082
169,2,0.00802,1.57,7840,2706,0.215,342,224.89,2260,2346.89822444536,2377.225724580309
170,2,0.00802,1.57,7840,2706,0.251,243,246.01,2110,2133.07352407876,2154.754156186652
171,2,0.00802,1.57,7840,2728,0.28,145,266.05,1920,1956.6169395248,1938.2823282690163
172,2,0.00802,1.595,7840,2706,0.132,634,159.04,2820,2929.90904542788,2931.232072210225
173,2,0.00802,1.595,7840,2689,0.157,546,179.32,2630,2735.79413120765,2773.7046136293748
174,2,0.00802,1.595,7840,2706,0.185,452,200.61,2539,2537.38351446374,2609.028277808181
175,2,0.00802,1.595,7840,2706,0.214,314,230.94,2139,2352.83914852582,2290.0046978189175
176,2,0.00802,1.595,7840,2695,0.276,174,260.22,1960,1988.76434834759,1979.8156344089448
177,2,0.00802,1.595,7840,2695,0.32,20,289.98,1650,1699.89573671518,1634.3540347916023
178,2,0.00384,0.799,9800,3982,0.112,489,212.2,3070,2948.13725884132,2977.580809730029
179,2,0.00384,0.799,9800,4054,0.118,439,223.2,2920,2868.92503284861,2825.0339240978237
180,2,0.00384,0.799,9800,3910,0.141,387,234.46,2710,2663.77393771489,2598.286889582966
181,2,0.00384,0.799,9800,3958,0.159,335,245.52,2600,2498.62711941717,2465.2582526941333
182,2,0.00384,0.799,9800,3982,0.16,296,253.65,2450,2487.06399441386,2371.8331870977695
183,2,0.00384,0.799,9800,3886,0.198,226,267.89,2310,2279.91746127976,2182.4780174479865
184,2,0.00384,0.799,9800,4006,0.208,175,277.93,2189,2205.01841130207,2101.3611334584252
185,2,0.00384,0.799,9800,3910,0.238,106,290.97,2010,1994.39299638595,1938.6627491742365
186,2,0.00384,0.799,9800,3982,0.261,51,300.85,1920,1856.22360842446,1844.9264214855966
187,2,0.00384,0.799,9800,5013,0.033,620,182.7,4000,4697.38708844224,4015.964431091418
188,2,0.00384,0.799,9800,5013,0.055,553,197.9,3770,4070.85529430672,3656.3818636160504
189,2,0.00384,0.799,9800,5013,0.066,503,209.09,3561,3814.80439899697,3427.2161205752473
190,2,0.00384,0.799,9800,5013,0.081,457,219.26,3400,3465.64408721093,3240.316942597483
191,2,0.00384,0.799,9800,5013,0.088,406,230.37,3150,3302.70260837745,3057.847533634271
192,2,0.00384,0.799,9800,4990,0.107,363,239.59,3050,2954.74727279124,2895.5857795785796
193,2,0.00384,0.799,9800,5013,0.117,315,249.71,2850,2862.03908011103,2734.1436855281518
194,2,0.00384,0.799,9800,5013,0.129,271,258.8,2710,2748.15535387273,2593.1950364044405
195,2,0.00384,0.799,9800,4990,0.16,206,271.87,2550,2510.4125011801,2416.5367702215945
196,2,0.00384,0.799,9800,5013,0.196,149,282.92,2489,2392.82992270721,2284.9466651024145
197,2,0.00384,0.799,9800,4990,0.216,106,290.97,2376,2301.1632121776,2184.858541581326
198,2,0.00384,0.799,9800,4990,0.246,51,300.85,2289,2167.84033331579,2067.7102480861195
199,2,0.00384,0.799,9800,7460,-0.003,526,203.96,4681,6583.34313876446,4962.318069056373
200,2,0.00384,0.799,9800,7460,0.013,480,214.19,4450,5952.81290533967,4658.681281398539
201,2,0.00384,0.799,9800,7532,0.03,387,234.46,3890,5365.0546273773,4190.7671729637395
202,2,0.00384,0.799,9800,7484,0.047,335,245.52,3590,4707.06598465403,3882.981805209825
203,2,0.00384,0.799,9800,7460,0.052,291,254.69,3250,4543.69950674039,3635.919203373559
204,2,0.00384,0.799,9800,7532,0.064,236,265.89,2960,4321.02299037344,3389.287681984505
205,2,0.00384,0.799,9800,7556,0.082,185,275.98,2720,3953.23128517852,3186.7887803232497
206,2,0.00384,0.799,9800,7460,0.104,138,285,2520,3433.68310791512,2959.4515241969634
207,2,0.00384,1.549,9800,3982,0.218,530,203.07,2020,2132.11182019737,2090.205835904164
208,2,0.00384,1.549,9800,3958,0.224,471,216.18,1889,2090.32089831235,1964.7184979699998
209,2,0.00384,1.549,9800,3934,0.234,429,225.38,1810,2020.29062006072,1875.8394859080324
210,2,0.00384,1.549,9800,4006,0.243,373,237.46,1730,1947.3200816402,1781.1016124334483
211,2,0.00384,1.549,9800,3982,0.259,315,249.71,1630,1863.69729218907,1665.2104867015219
212,2,0.00384,1.549,9800,3982,0.269,261,260.84,1530,1826.32887336604,1562.0214821796214
213,2,0.00384,1.549,9800,3958,0.289,206,271.87,1450,1748.88726517888,1453.3130778670757
214,2,0.00384,1.549,9800,3958,0.306,154,281.97,1380,1654.53003311281,1358.548475317667
215,2,0.00384,1.549,9800,4006,0.292,165,279.86,1389,1744.58582092133,1388.2438370881873
216,2,0.00384,1.549,9800,3934,0.339,79,295.88,1300,1365.70356346543,1217.045037801505
217,2,0.0051,2.6,9800,1986,0.382,687,167.3,1139,953.353881237729,1179.1641755409296
218,2,0.0051,2.6,9800,1986,0.391,673,170.53,1139,814.39869884222,1168.421980937237
219,2,0.0051,2.6,9800,2503,0.392,443,222.33,1174,595.201239900678,1175.5463347850623
220,2,0.0051,2.6,9800,2992,0.337,359,240.44,1163,1025.41568466364,1249.349698022806
221,2,0.0051,2.6,9800,3441,0.301,281,256.75,1163,1390.45014019575,1222.7932356266058
222,2,0.0051,2.6,9800,3998,0.289,206,271.87,1174,1521.45930784572,1219.8980048545445
223,2,0.0051,2.6,9800,4746,0.317,84,294.98,1186,1546.10455018377,1186.9819674452906
224,2,0.0051,2.6,9800,5304,0.131,521,205.08,1779,2418.62069072155,1927.018881130727
225,2,0.0051,2.6,9800,5304,0.124,535,201.95,1791,2469.01982284341,1951.8046549756282
226,2,0.00607,0.792,9800,1604,0.237,503,209.09,2489,2523.85690414716,2456.8186955496694
227,2,0.00607,0.792,9800,1613,0.27,387,234.46,2310,2275.3604039222,2242.980547173249
228,2,0.00607,0.792,9800,1584,0.304,291,254.69,2110,2092.60330980243,2071.0263135553273
229,2,0.00607,0.792,9800,1594,0.344,165,279.86,1900,1807.36639491584,1855.7478309161868
230,2,0.00607,0.792,9800,1594,0.385,51,300.85,1710,1446.97187563707,1601.2445851328425
231,2,0.00607,0.792,9800,2208,0.095,629,180.64,3170,3405.79768187205,3220.7581851941277
232,2,0.00607,0.792,9800,2199,0.12,526,203.96,2870,3117.35704764578,2940.9374538280936
233,2,0.00607,0.792,9800,2208,0.171,373,237.46,2539,2560.40544281062,2565.2270796345942
234,2,0.00607,0.792,9800,2208,0.22,216,269.88,2170,2140.83468315104,2126.711206218408
235,2,0.00607,0.792,9800,2199,0.285,57,299.79,1820,1688.9265266316,1761.702209647436
236,2,0.00607,0.792,9800,2707,0.011,791,143.07,4130,4411.12276258743,4257.127378250916
237,2,0.00607,0.792,9800,2707,0.044,682,168.46,3811,3844.73978015946,3858.7855177489173
238,2,0.00607,0.792,9800,2698,0.068,549,198.8,3280,3485.59932463941,3447.8548559299807
239,2,0.00607,0.792,9800,2707,0.103,411,229.29,2820,2984.73102967202,2884.709156939302
240,2,0.00607,0.792,9800,2707,0.143,266,259.82,2360,2537.18384575428,2404.1292617599875
241,2,0.00607,0.792,9800,2659,0.213,112,289.86,2010,1956.31770627009,1990.848006679431
242,2,0.00607,0.792,9800,2707,0.226,45,301.89,1800,1854.67903747746,1861.1945854928242
243,2,0.00607,0.792,9800,3197,0.007,665,172.38,4090,4369.73550837409,4329.616059966331
244,2,0.00607,0.792,9800,3207,0.035,544,199.93,3590,3847.74701303996,3686.2448098077857
245,2,0.00607,0.792,9800,3197,0.067,411,229.29,3040,3300.40724585351,3105.7735474558685
246,2,0.00607,0.792,9800,3207,0.096,315,249.71,2710,2834.93027302428,2734.324314307089
247,2,0.00607,0.792,9800,3207,0.13,216,269.88,2380,2443.82279128282,2415.794522550162
248,2,0.00607,0.792,9800,3197,0.193,57,299.79,1920,1909.86958943412,2004.5870357433369
249,2,0.00607,0.792,9800,4003,0.011,480,214.19,3761,4192.05429301983,3834.2389774246494
250,2,0.00607,0.792,9800,4023,0.056,325,247.62,3030,3276.81491079132,3122.7640368427337
251,2,0.00607,0.792,9800,4023,0.099,159,281.01,2239,2454.1737170551,2475.9427675196775
252,2,0.00607,0.792,9800,4003,0.139,68,297.85,1930,2110.54028993097,2207.8040411557313
253,2,0.00607,0.792,9800,5002,0.02,373,237.46,3811,4043.00233217946,3734.4155832142887
254,2,0.00607,0.792,9800,5002,0.041,266,259.82,3090,3543.37613397741,3234.033451765473
255,2,0.00607,0.792,9800,5002,0.066,165,279.86,2460,3033.1948088283,2832.578401132374
256,2,0.00607,0.792,9800,5011,0.111,57,299.79,1970,2321.4934389149,2440.1270405397227
257,2,0.0074,3.8,9800,1260,0.603,330,246.57,697,377.321543293863,643.7846963986633
258,2,0.0074,3.8,9800,1486,0.507,291,254.69,697,384.464837109025,674.3648450950034
259,2,0.0074,3.8,9800,2003,0.391,211,270.88,709,654.289047707554,753.1406226285612
260,2,0.0074,3.8,9800,2519,0.331,133,285.95,709,1011.76569688461,814.897829830629
261,2,0.0074,3.8,9800,3049,0.333,28,304.82,709,885.091447377147,783.6528457966872
262,2,0.0074,3.8,9800,1486,0.5,965,101.89,1174,396.120814410084,1127.9984176013086
263,2,0.0074,3.8,9800,1983,0.388,709,162.21,1174,718.916411321108,1119.4380459873191
264,2,0.0074,3.8,9800,2003,0.397,691,166.38,1174,576.56987791053,1110.0107700760968
265,2,0.0074,3.8,9800,2519,0.302,540,200.83,1151,1264.29968031982,1144.3617817028976
266,2,0.0074,3.8,9800,2558,0.305,540,200.83,1174,1225.36807814338,1157.5625768501532
267,2,0.0074,3.8,9800,3004,0.269,453,220.14,1174,1334.08325811043,1236.0239616455815
268,2,0.0074,3.8,9800,3475,0.267,335,245.52,1163,1334.62414463324,1210.6610342639888
269,2,0.0074,3.8,9800,3940,0.265,256,261.85,1163,1327.91941757469,1189.5885621564707
270,2,0.0074,3.8,9800,4496,0.287,154,281.97,1163,1371.8323562138,1153.8361121699775
271,2,0.0074,3.8,9800,5529,0.266,90,293.89,1174,1665.21757076977,1278.73156830173
272,2,0.0074,3.8,9800,5878,0.284,34,303.79,1174,1651.20276559949,1267.2174323250258
273,2,0.0074,3.8,9800,5943,0.287,28,304.82,1174,1648.76993244939,1270.3587982688061
274,2,0.0104,3.8,9800,668,0.779,611,184.76,755,534.637322100673,678.4623861768671
275,2,0.0104,3.8,9800,668,0.766,594,188.63,732,580.819169946957,672.9490342248021
276,2,0.0104,3.8,9800,896,0.564,485,213.09,755,882.631168719057,728.1157575651112
277,2,0.0104,3.8,9800,896,0.568,466,217.28,755,862.160325824009,718.4735580726478
278,2,0.0104,3.8,9800,1112,0.444,387,234.46,767,1199.23659631684,767.1063389126725
279,2,0.0104,3.8,9800,1325,0.394,315,249.71,767,1331.16428102985,811.8351095054093
280,2,0.0104,3.8,9800,1662,0.347,191,274.81,744,1307.07393896901,828.3837034866596
281,2,0.0104,3.8,9800,1685,0.298,897,118.06,1477,1549.69402173035,1435.0021674404825
282,2,0.0104,3.8,9800,1688,0.318,553,197.9,1128,1440.83574144493,1096.454456888364
283,2,0.0104,3.8,9800,1688,0.329,530,203.07,1104,1381.69309504546,1076.0819687332569
284,2,0.0104,3.8,9800,2002,0.312,128,286.88,755,1221.07020494583,880.6366493499274
285,2,0.0104,3.8,9800,2015,0.328,112,289.86,767,1121.69335686989,873.8731261537245
286,2,0.0104,3.8,9800,2240,0.223,682,168.46,1500,1605.25010424677,1431.343818024633
287,2,0.0104,3.8,9800,2240,0.285,354,241.5,1104,1273.15215540081,1109.804621790051
